Feature,Importance,Target Gene
AT1G51140,0.5404281360182169,AT1G01060
AT5G37020,0.3656652409733529,AT1G01060
AT4G36730,0.4290497602930035,AT1G01520
AT5G37020,0.3362706594409417,AT1G01520
AT1G51140,0.4065813275352767,AT1G02030
AT4G36730,0.5776379732115744,AT1G02030
AT1G51140,0.5192104240692376,AT1G02340
AT4G36730,0.4644073871225855,AT1G03170
AT4G36780,0.57766394241268,AT1G03170
AT4G36730,0.4961788743942674,AT1G05420
AT1G51140,0.6551312782659944,AT1G05710
AT5G37020,0.609378328035649,AT1G06040
AT1G51140,0.3797110481218779,AT1G07010
AT4G36780,0.480105059266577,AT1G07010
AT1G51140,0.6265940832219515,AT1G07128
AT1G51140,0.6696338578930231,AT1G07160
AT1G51140,0.5961941043265075,AT1G10120
AT5G37020,0.3569983471551078,AT1G10120
AT4G36780,0.4458827231030475,AT1G10370
AT1G51140,0.762584471909978,AT1G10480
AT4G36730,0.4577520171909047,AT1G12370
AT4G36780,0.340720633488348,AT1G12370
AT1G51140,0.4334714884202807,AT1G13670
AT4G36730,0.4120892031308219,AT1G13670
AT1G51140,0.4087604357483823,AT1G13740
AT4G36780,0.5208632064618578,AT1G13740
AT4G36780,0.4213876167382072,AT1G14345
AT4G36730,0.4966405757586252,AT1G14430
AT4G36780,0.5401044589708305,AT1G14430
AT4G36730,0.3563711303176411,AT1G16720
AT4G36780,0.3756225091236936,AT1G16720
AT5G37020,0.6149239318529712,AT1G17100
AT1G51140,0.5390813258290357,AT1G17920
AT5G37020,0.6041115776893392,AT1G18330
AT4G36730,0.5630396792213528,AT1G18810
AT4G36730,0.565886421537641,AT1G19490
AT4G36730,0.6533804235262511,AT1G22680
AT4G36730,0.337578652167928,AT1G23010
AT4G36780,0.3670339708993127,AT1G23010
AT5G37020,0.5681333623881543,AT1G26790
AT1G51140,0.4949031794998133,AT1G27740
AT4G36730,0.3821649509160007,AT1G27740
AT1G51140,0.3915376196001868,AT1G28600
AT1G51140,0.7062034753360176,AT1G34520
AT1G51140,0.6086757795037,AT1G42550
AT1G51140,0.6580745616159519,AT1G48100
AT4G36730,0.3545798608743051,AT1G48100
AT5G37020,0.5194684794634665,AT1G49010
AT4G36730,0.5036677131478592,AT1G50020
AT1G51140,0.3671822665559415,AT1G50250
AT4G36780,0.4475136876440172,AT1G50250
AT4G36730,0.63846586914808,AT1G51140
