Feature,Importance,Target Gene
AT4G36730,0.8021237391345665,AT1G72360
AT5G37020,0.8152048778146711,AT2G35075
AT1G51140,0.868531404857332,AT2G46830
AT1G51140,0.8088119044010192,AT5G58770
AT1G43700,0.8288567151520604,AT1G05805
AT1G43700,0.8289690936552628,AT1G08920
AT1G43700,0.8425967593309951,AT1G17750
AT1G68640,0.8897331518324971,AT1G43700
AT1G43700,0.8793290235083638,AT1G69930
AT1G68640,0.8220147571004518,AT1G79310
AT1G68640,0.9778042650914662,AT1G79700
AT1G43700,0.8803719539362997,AT2G28450
AT1G43700,0.865278857368029,AT2G28510
AT1G43700,0.8277735142161866,AT2G47850
AT1G68640,0.95965099694142,AT3G07650
AT1G68640,0.8066026270257035,AT3G14020
AT1G68640,0.8939535717087097,AT3G15500
AT1G68640,0.9061993952848696,AT3G23240
AT1G68640,0.9115056221880156,AT3G53200
AT1G68640,0.8139525975401171,AT3G58710
AT1G43700,0.9010810779550152,AT4G19690
AT1G43700,0.8311033598862637,AT4G31940
AT1G68640,0.8721150900462789,AT5G10140
AT1G68640,0.9098750842630032,AT5G18030
AT1G43700,0.8723052201557837,AT5G48150
AT3G57920,0.924742243517902,AT1G12610
AT5G11260,0.9009058592176058,AT1G19510
AT4G17230,0.8753866046727943,AT1G66160
AT3G57920,1.0,AT2G15760
AT3G57920,0.8937424167269739,AT2G25460
AT3G57920,0.8911300584419527,AT2G35930
AT3G57920,0.8682982872103625,AT2G39650
AT3G57920,0.9725443426091116,AT3G20600
AT5G11260,0.8245166489997667,AT3G50260
AT3G57920,0.9647196928746132,AT3G61190
AT4G17230,0.8557441073103097,AT4G08040
AT5G11260,0.8008061416964044,AT4G20860
AT3G57920,0.8007445039994756,AT4G21840
AT3G57920,0.8056301746401475,AT4G24150
AT4G17230,0.8157968151700967,AT4G25470
AT3G57920,0.820482771631021,AT4G31800
AT4G17230,0.874948166829289,AT5G24590
AT3G57920,0.9857344360202543,AT5G43170
AT3G57920,0.9283344153032228,AT5G62520
AT1G04990,0.8072486756539164,AT1G15100
AT1G30330,0.8733078186226727,AT1G22810
AT2G36080,0.884957416797742,AT1G29640
AT2G36080,0.9482001083840194,AT1G30040
AT2G36080,0.8885989487493776,AT1G48500
AT1G04990,0.8386998624957299,AT1G61890
AT1G04990,0.852693508969045,AT1G65390
AT2G36080,0.8652766387988508,AT1G72416
AT2G36080,0.9815646516553224,AT1G72790
AT2G36080,0.9129040503108776,AT1G78600
AT1G30330,0.9230153857311122,AT2G27660
AT1G30330,0.912304237941392,AT2G28710
AT2G36080,0.8314044720826151,AT2G35940
AT2G36080,0.8581087781780624,AT2G36080
AT1G30330,0.8059485459314004,AT2G39415
AT2G36080,0.8452539295958488,AT2G39420
AT2G36080,0.8329328403313875,AT2G40080
AT1G30330,0.8975358898064942,AT2G42350
AT1G04990,0.897224456898026,AT2G43140
AT1G30330,0.9270290569378722,AT3G05800
AT1G30330,0.8280332858360965,AT3G14810
AT2G36080,0.8651983913026091,AT3G24840
AT1G04990,0.9296290586369922,AT3G44860
AT1G04990,0.934687415612118,AT3G52740
AT2G36080,0.9338007885967694,AT5G21120
AT2G36080,0.8950908060833123,AT5G42410
AT1G30330,0.8214794213386494,AT5G48540
AT1G30330,0.932259504582046,AT5G64750
AT1G30330,0.842723052875868,AT5G64850
AT5G37020,0.804665457099724,AT1G43700
AT1G04990,0.841582520605654,AT1G58100
AT1G43700,0.955194616511031,AT1G58100
AT1G51140,0.881731180700781,AT1G58100
AT4G36730,0.87384255748488,AT3G48590
AT1G43700,1.0,AT5G63470
