Feature,Importance,Target Gene
AT2G28450,0.8539771035985129,AT1G51140
AT1G58100,0.8085870334973873,AT1G58100
AT1G51140,0.9802103834114928,AT2G28450
AT2G28450,1.0,AT4G17230
