Feature,Importance,Target Gene
AT1G43700,0.8893758459783312,AT1G01580
AT1G43700,0.920472903530021,AT1G05805
AT1G43700,0.8893758459783312,AT1G08920
AT1G43700,0.926692315040359,AT1G17750
AT1G68640,0.8548892936317892,AT1G43700
AT1G43700,0.926692315040359,AT1G69930
AT1G68640,0.8955952574886692,AT1G79310
AT1G68640,0.957789372592049,AT1G79700
AT1G43700,0.957789372592049,AT2G28450
AT1G43700,0.8769370229576551,AT2G28510
AT1G68640,0.8893758459783312,AT2G41240
AT1G43700,0.8769370229576551,AT2G47850
AT1G68640,0.8955952574886692,AT3G05770
AT1G68640,0.8582787884266412,AT3G07650
AT1G68640,0.9142534920196832,AT3G14020
AT1G68640,0.8644981999369792,AT3G15500
AT1G68640,0.8630444066203218,AT3G23240
AT1G68640,0.8893758459783312,AT3G46130
AT1G68640,0.8831564344679931,AT3G53200
AT1G43700,0.9080340805093452,AT3G53232
AT1G68640,0.8237031860876662,AT3G58710
AT1G68640,0.926692315040359,AT3G60530
AT1G68640,0.8644981999369792,AT4G00210
AT1G43700,0.945350549571373,AT4G19690
AT1G43700,0.8806312175617363,AT4G31940
AT1G43700,0.8831564344679932,AT4G36870
AT1G43700,0.906969561233118,AT5G01900
AT1G68640,0.9163194237227936,AT5G10140
AT1G68640,0.9943465433779436,AT5G18030
AT1G43700,0.8769370229576551,AT5G48150
AT2G28450,0.8769370229576551,AT5G48250
AT1G68640,0.8831564344679931,AT5G59780
AT1G68640,0.8644981999369792,AT5G64770
AT1G68640,0.8209623193646134,AT5G65800
AT3G57920,0.8893758459783312,AT1G12610
AT5G11260,0.96386759698748,AT1G19510
AT5G11260,0.8334011423852894,AT1G20520
AT5G11260,0.8480707131570091,AT1G30135
AT4G17230,0.8271817308749514,AT1G66160
AT3G57920,0.9429716161778358,AT2G15760
AT3G57920,0.9048994234106984,AT2G25460
AT3G57920,0.920472903530021,AT2G35930
AT3G57920,0.932911726550697,AT2G39650
AT4G17230,0.8310584179413136,AT3G02140
AT3G57920,0.9174077746118234,AT3G16860
AT3G57920,0.951569961081711,AT3G20600
AT3G57920,0.8023040848335994,AT3G29000
AT5G11260,0.8901013643920592,AT3G47960
AT5G11260,0.9032851872350884,AT3G50260
AT3G57920,0.9219889189048828,AT3G61190
AT3G57920,0.8520593769163033,AT4G03400
AT4G17230,0.8831564344679931,AT4G08040
AT5G11260,0.9960031231438136,AT4G20860
AT3G57920,0.8331782932685767,AT4G21840
AT3G57920,0.920472903530021,AT4G24150
AT3G57920,0.8101607231992598,AT4G24380
AT3G57920,0.8212103145454656,AT4G31800
AT5G11260,0.8085234963439374,AT5G01040
AT4G17230,0.8507608959591328,AT5G15130
AT3G57920,0.837297221581001,AT5G22250
AT4G17230,0.8902502038718251,AT5G24590
AT3G57920,0.934731049974126,AT5G43170
AT5G11260,0.8458399654059653,AT5G51190
AT3G57920,0.9080340805093452,AT5G62520
AT2G36080,0.9954629001913128,AT1G06002
AT1G04990,0.9391311380610348,AT1G07150
AT1G30330,0.926692315040359,AT1G07620
AT2G36080,0.8582787884266412,AT1G13110
AT1G30330,0.9142534920196832,AT1G13930
AT1G04990,0.8927210656312459,AT1G15100
AT2G36080,0.944689885945586,AT1G19220
AT2G36080,0.9707168870947585,AT1G22570
AT1G30330,0.8470217546781436,AT1G26960
AT2G36080,0.9977330614583252,AT1G29640
AT2G36080,0.9989640886810892,AT1G30040
AT1G04990,0.8582787884266412,AT1G30330
AT2G36080,0.8171437971965001,AT1G31350
AT1G04990,0.9142534920196832,AT1G32690
AT1G04990,0.8271817308749514,AT1G43160
AT2G36080,0.8201898179674407,AT1G44020
AT2G36080,0.9142534920196832,AT1G45249
AT2G36080,0.9218017349878932,AT1G48500
AT2G36080,0.8885676214083308,AT1G51820
AT1G04990,0.8023040848335994,AT1G59640
AT1G04990,0.8709399403845172,AT1G65390
AT1G04990,0.8458399654059653,AT1G69570
AT2G36080,0.9957275778999696,AT1G72416
AT2G36080,1.0,AT1G72790
AT2G36080,0.9976954409844816,AT1G78600
AT2G36080,0.9943953504602004,AT2G16365
AT1G30330,0.8433340757186379,AT2G27660
AT1G30330,0.920472903530021,AT2G28710
AT2G36080,0.8893758459783312,AT2G35940
AT2G36080,0.999217655703304,AT2G36080
AT2G36080,0.997598456089088,AT2G39420
AT2G36080,0.9018146689990072,AT2G40080
