Feature,Importance,Target Gene
AT1G51140,0.24453774372106493,AT1G01060
AT4G36730,0.23979972824780244,AT1G01060
AT4G36780,0.2767579149715936,AT1G01060
AT5G37020,0.23890461305953908,AT1G01060
AT1G01260,0.22817003348193524,AT1G01260
AT1G58100,0.18481513688721574,AT1G01260
AT3G48590,0.18039810458205424,AT1G01260
AT5G06110,0.22343794021605354,AT1G01260
AT5G63470,0.1831787848327412,AT1G01260
AT1G51140,0.2763584213248433,AT1G01520
AT4G36730,0.2163364249204364,AT1G01520
AT4G36780,0.23141961925566615,AT1G01520
AT5G37020,0.27588553449905406,AT1G01520
AT1G43700,0.5129877842568714,AT1G01580
AT1G68640,0.3491753091459613,AT1G01580
AT2G28450,0.1378369065971674,AT1G01580
AT1G51140,0.20966001934246822,AT1G02030
AT4G36730,0.3394438902178091,AT1G02030
AT4G36780,0.32502327688167554,AT1G02030
AT5G37020,0.12587281355804714,AT1G02030
AT1G51140,0.199763771899575,AT1G02340
AT4G36730,0.3797993671697545,AT1G02340
AT4G36780,0.2459104623556189,AT1G02340
AT5G37020,0.1745263985750515,AT1G02340
AT3G57920,0.3524483229895332,AT1G02810
AT4G17230,0.28303726628630826,AT1G02810
AT5G11260,0.3645144107241586,AT1G02810
AT1G51140,0.137154923521812,AT1G03170
AT4G36730,0.2534731859249529,AT1G03170
AT4G36780,0.32416877401021676,AT1G03170
AT5G37020,0.28520311654301833,AT1G03170
AT1G04990,0.21898186946559417,AT1G04990
AT1G30330,0.23560662610499936,AT1G04990
AT2G36080,0.5454115044294064,AT1G04990
AT1G51140,0.17137624030092505,AT1G05420
AT4G36730,0.35284491602096973,AT1G05420
AT4G36780,0.3026982034298235,AT1G05420
AT5G37020,0.1730806402482818,AT1G05420
AT1G51140,0.23087405435507344,AT1G05710
AT4G36730,0.32696035358084824,AT1G05710
AT4G36780,0.28821792726830864,AT1G05710
AT5G37020,0.15394766479576966,AT1G05710
AT1G43700,0.49677096252998054,AT1G05805
AT1G68640,0.3469197583922129,AT1G05805
AT2G28450,0.15630927907780656,AT1G05805
AT1G04990,0.3385325434186295,AT1G06002
AT1G30330,0.19683198859128354,AT1G06002
AT2G36080,0.46463546799008687,AT1G06002
AT1G51140,0.2586984027456152,AT1G06040
AT4G36730,0.2221589838402472,AT1G06040
AT4G36780,0.25177504241677423,AT1G06040
AT5G37020,0.2673675709973634,AT1G06040
AT1G51140,0.2915316906158325,AT1G07010
AT4G36730,0.20584590432267533,AT1G07010
AT4G36780,0.20244115256690867,AT1G07010
AT5G37020,0.30018125249458355,AT1G07010
AT1G51140,0.19105849202254774,AT1G07128
AT4G36730,0.2871965241504746,AT1G07128
AT4G36780,0.32321919921963593,AT1G07128
AT5G37020,0.1985257846073417,AT1G07128
AT3G57920,0.3560539088990063,AT1G07135
AT4G17230,0.3454057816956889,AT1G07135
AT5G11260,0.2985403094053047,AT1G07135
AT1G04990,0.5800649479128488,AT1G07150
AT1G30330,0.20428287702357262,AT1G07150
AT2G36080,0.21565217506357867,AT1G07150
AT1G51140,0.2690191885057805,AT1G07160
AT4G36730,0.2960665289326424,AT1G07160
AT4G36780,0.27352427605706414,AT1G07160
AT5G37020,0.16139000650451296,AT1G07160
AT1G04990,0.27203072345968415,AT1G07620
AT1G30330,0.48428277775318496,AT1G07620
AT2G36080,0.2436864987871309,AT1G07620
AT1G01260,0.3123923856652033,AT1G07640
AT1G58100,0.12903503893559237,AT1G07640
AT3G48590,0.12646329095315,AT1G07640
AT5G06110,0.3065000181944532,AT1G07640
AT5G63470,0.12560926625160113,AT1G07640
AT1G04990,0.552422694781173,AT1G07690
AT1G30330,0.2288957869023135,AT1G07690
AT2G36080,0.2186815183165136,AT1G07690
AT1G01260,0.17816279882466435,AT1G08000
AT1G58100,0.2149219315099915,AT1G08000
AT3G48590,0.21199538829743025,AT1G08000
AT5G06110,0.1768148481634748,AT1G08000
AT5G63470,0.2181050332044391,AT1G08000
AT1G43700,0.4234708512739806,AT1G08920
AT1G68640,0.3593923492154745,AT1G08920
AT2G28450,0.21713679951054485,AT1G08920
AT3G57920,0.2472498816811271,AT1G09070
AT4G17230,0.39847284589939796,AT1G09070
AT5G11260,0.3542772724194749,AT1G09070
AT1G04990,0.2778261663089441,AT1G09540
AT1G30330,0.21830684041567652,AT1G09540
AT2G36080,0.5038669932753794,AT1G09540
AT3G57920,0.3579723735212636,AT1G09950
AT4G17230,0.2125171812163822,AT1G09950
AT5G11260,0.42951044526235427,AT1G09950
AT1G51140,0.3368782917359134,AT1G10120
AT4G36730,0.2350617442203283,AT1G10120
AT4G36780,0.1489005399339151,AT1G10120
AT5G37020,0.2791594241098432,AT1G10120
AT1G51140,0.1915178818455048,AT1G10370
AT4G36730,0.2925565847723029,AT1G10370
AT4G36780,0.2439844403007927,AT1G10370
AT5G37020,0.27194109308139963,AT1G10370
AT1G51140,0.2030749933730247,AT1G10480
AT4G36730,0.2617765568565738,AT1G10480
AT4G36780,0.40530104562080277,AT1G10480
AT5G37020,0.1298474041495989,AT1G10480
AT1G04990,0.25726053343030564,AT1G12240
AT1G30330,0.30201400588271127,AT1G12240
AT2G36080,0.440725460686983,AT1G12240
AT1G51140,0.1986261857890429,AT1G12370
AT4G36730,0.3448799904478413,AT1G12370
AT4G36780,0.22151189420683626,AT1G12370
AT5G37020,0.23498192955627956,AT1G12370
AT3G57920,0.40848622014477,AT1G12610
AT4G17230,0.4303392486596998,AT1G12610
AT5G11260,0.16117453119553013,AT1G12610
AT1G04990,0.298016918402634,AT1G13110
AT1G30330,0.47418200232927754,AT1G13110
AT2G36080,0.22780107926808857,AT1G13110
AT1G51140,0.2610517701912301,AT1G13670
AT4G36730,0.28358125269920476,AT1G13670
AT4G36780,0.25223964669819987,AT1G13670
AT5G37020,0.20312733041136533,AT1G13670
