Regulator	Interaction	Target	Weight
AT4G36780	regulates	AT2G44370	0.874372647690193
AT4G36730	regulates	AT3G23210	0.865285715719559
AT4G36730	regulates	AT4G15248	0.929204369708757
AT1G51140	regulates	AT4G23550	0.880824071640152
AT5G37020	regulates	AT5G60850	0.838449283401238
AT4G36780	regulates	AT5G64840	1
AT5G06110	regulates	AT3G24140	0.814605394404996
AT1G01260	regulates	AT4G37770	1
AT1G68640	regulates	AT1G01580	0.978407445796176
AT2G28450	regulates	AT1G05805	0.825592562812108
AT2G28450	regulates	AT1G08920	0.833644465045664
AT2G28450	regulates	AT1G17750	0.836100394457103
AT1G43700	regulates	AT1G19670	0.99456536274931
AT1G68640	regulates	AT1G51640	0.843232051065718
AT2G28450	regulates	AT1G68640	1
AT1G43700	regulates	AT3G23240	0.905971192546363
AT3G57920	regulates	AT1G07135	0.924454617194746
AT3G57920	regulates	AT3G23630	1
AT4G17230	regulates	AT3G25655	0.820958378361318
AT3G57920	regulates	AT3G50930	0.890815087780168
AT3G57920	regulates	AT4G24570	0.83167359495731
AT1G04990	regulates	AT1G13930	0.881633215901856
AT1G04990	regulates	AT1G22810	0.926715005735697
AT1G04990	regulates	AT2G39415	1
AT1G04990	regulates	AT5G64850	0.864174492387483
AT4G36730	regulates	AT1G01260	1
