Feature,Importance,Target Gene
AT1G51140,0.5016384753823028,AT1G01060
AT5G37020,0.392090601105815,AT1G01060
AT4G36730,0.58709484856281,AT1G01520
AT4G36780,0.4772431075484102,AT1G01520
AT1G51140,0.5209600334307073,AT1G02030
AT4G36730,0.627216450505735,AT1G02030
AT1G51140,0.5297801870331118,AT1G02340
AT4G36780,0.3486222404686243,AT1G02340
AT5G37020,0.4489362926057283,AT1G02340
AT4G36730,0.5376877240503279,AT1G03170
AT4G36780,0.650215659997697,AT1G03170
AT4G36730,0.4598777959491023,AT1G05420
AT4G36780,0.3406699723792699,AT1G05420
AT5G37020,0.3518485872470874,AT1G05420
AT1G51140,0.6473892763077709,AT1G05710
AT4G36780,0.3309128417479434,AT1G05710
AT5G37020,0.3822075946171106,AT1G05710
AT1G51140,0.4985461226264711,AT1G06040
AT5G37020,0.4664969236002102,AT1G06040
AT1G51140,0.542995181209666,AT1G07010
AT4G36780,0.4394166024956599,AT1G07010
AT5G37020,0.3351630984309446,AT1G07010
AT1G51140,0.6877673330971564,AT1G07128
AT4G36730,0.373414655894513,AT1G07128
AT1G51140,0.6050620733512048,AT1G07160
AT5G37020,0.5361084336286898,AT1G07160
AT1G51140,0.6273993356948779,AT1G10120
AT5G37020,0.4613940565954388,AT1G10120
AT1G51140,0.4256328478262538,AT1G10370
AT4G36730,0.4001313077282471,AT1G10370
AT4G36780,0.3509497661106628,AT1G10370
AT1G51140,0.6849254366689742,AT1G10480
AT4G36780,0.3794872038393847,AT1G10480
AT4G36730,0.5154954176954201,AT1G12370
AT4G36780,0.4365620792968281,AT1G12370
AT1G51140,0.591392858463297,AT1G13670
AT4G36730,0.5051733657509888,AT1G13670
AT1G51140,0.4753296412231644,AT1G13740
AT4G36730,0.3632866739228194,AT1G13740
AT4G36780,0.3770115571253525,AT1G13740
AT1G51140,0.354592843267521,AT1G14345
AT4G36730,0.4159179754079655,AT1G14345
AT4G36780,0.4426338745582582,AT1G14345
AT4G36730,0.5292850078785137,AT1G14430
AT4G36780,0.6631118808750246,AT1G14430
AT4G36730,0.4013456667805332,AT1G16720
AT4G36780,0.4869579799666984,AT1G16720
AT1G51140,0.3417990861449346,AT1G17100
AT5G37020,0.6711552459666038,AT1G17100
AT1G51140,0.6104638185879383,AT1G17920
AT5G37020,0.4765711998020505,AT1G17920
AT4G36780,0.3311299132780124,AT1G18330
AT5G37020,0.6515193803662381,AT1G18330
AT1G51140,0.3691651518949535,AT1G18810
AT4G36730,0.5725702931528636,AT1G18810
AT4G36730,0.665963431288946,AT1G19490
AT4G36780,0.3762631169034037,AT1G19490
AT1G51140,0.3496779533709349,AT1G22680
AT4G36730,0.6958034869788097,AT1G22680
AT4G36730,0.3792579434720413,AT1G23010
AT4G36780,0.4947575053042996,AT1G23010
AT5G37020,0.4181133795706764,AT1G23010
AT5G37020,0.5849856218452035,AT1G26790
