,original_rf_10000,threshold_rf_10000,threshold_gbt_10000,original_rf_1000,threshold_rf_1000,threshold_gbt_1000,original_rf_100,threshold_rf_100,threshold_gbt_100
AT4G36730-AT3G07195,0.0,0.5850250317321568,0.5219088939942186,0.0,0.5301131381431827,0.5224271573091693,0.441137524535981,0.4736842105263157,0.4930732766845425
AT4G36780-AT2G34720,0.0,0.4177160063968007,0.0,0.0,0.4361559551232752,0.0,0.0,0.3684210526315789,0.0
AT1G30330-AT4G10265,0.0,0.3309128417479434,0.0,0.0,0.3482870445789268,0.0,0.399906194305784,0.4210526315789474,0.3823962997722321
AT5G37020-AT4G09750,0.0,0.3527713046890918,0.0,0.0,0.3731646906202788,0.0,0.389167786419468,0.0,0.0
AT4G17230-AT4G21840,0.446818840225785,0.0,0.0,0.415319358327457,0.0,0.0,0.428904036898241,0.0,0.0
AT5G37020-AT1G49010,0.0,0.6203375261097325,0.5194684794634665,0.0,0.6296795250048579,0.5317298275454186,0.820454784344682,0.4009730928016737,0.5293315408557914
AT1G04990-AT1G80760,0.0,0.7164718408487583,0.5776588548127441,0.0,0.7090129121785297,0.5448934911283397,0.0,0.631578947368421,0.0
AT4G36780-AT4G15630,0.35616407999442,0.0,0.0,0.412974008968081,0.0,0.0,0.0,0.0,0.0
AT5G63470-AT3G25790,0.0,0.0,0.0,0.0,0.0,0.0,0.577778870291527,0.0,0.0
AT2G36080-AT1G45249,0.0,0.9108665608082358,0.5764482616246965,0.0,0.9142534920196832,0.5723677480598539,0.0,0.8947368421052633,0.5551859871645904
AT4G36730-AT4G12000,0.0,0.4513130479655561,0.341448151056983,0.0,0.4839120836168666,0.3681324056701108,0.515536872053247,0.0,0.3603708914854284
AT1G04990-AT3G11402,0.0,0.7149338443556329,0.4214816534891998,0.0,0.738532029489165,0.4474138323576359,0.0,0.6523491366328394,0.4309558010952248
AT1G58100-AT5G39610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0
AT4G36780-AT4G21870,0.665027893184412,0.0,0.0,0.727268550950914,0.0,0.0,0.68905773165299,0.0,0.0
AT5G11260-AT5G62520,0.0,0.0,0.0,0.0,0.3358482215582509,0.0,0.0,0.3684210526315789,0.0
AT1G04990-AT4G37610,0.0,0.8160492831362129,0.6359009779472097,0.0,0.7649876157715716,0.6364810741870844,0.593420835096483,0.5263157894736842,0.4463622877752324
AT4G36730-AT3G48590,0.0,0.87384255748488,0.87384255748488,0.0,0.87384255748488,0.87384255748488,0.0,0.87384255748488,0.87384255748488
AT1G51140-AT5G64170,0.0,0.5977713173604889,0.5080269119953305,0.0,0.5851718004578761,0.5038608700470347,0.0,0.6737075690033962,0.5016144034229097
AT4G17230-AT4G25470,0.0,0.7680629801122497,0.7867581857127385,0.0,0.7170489329627371,0.8157968151700967,0.0,0.8390030368436778,0.8042380489793881
AT5G37020-AT2G37970,0.0,0.4675282351301219,0.330569848303874,0.0,0.5037723323373763,0.343324019476133,0.0,0.4210526315789474,0.405994123374373
AT1G58100-AT4G16780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3992400441699145,0.0
AT5G37020-AT5G02840,0.0,0.0,0.0,0.0,0.0,0.0,0.441137524535981,0.0,0.0
AT3G57920-AT1G02810,0.0,0.571025810687931,0.3373169412598501,0.0,0.51680779739415,0.0,0.0,0.3684210526315789,0.0
AT2G36080-AT5G21120,0.0,0.9995798964306848,0.9332586382384946,0.0,0.9995997050775152,0.9338007885967694,0.0,1.0,0.8807604465628334
AT1G51140-AT1G62975,0.0,0.4487056698196884,0.0,0.0,0.4353588057236586,0.0,0.640042164208019,0.5263157894736842,0.0
AT5G37020-AT5G37020,0.0,0.501370494664183,0.501370494664183,0.0,0.501370494664183,0.501370494664183,0.432081090294217,0.501370494664183,0.501370494664183
AT4G17230-AT1G35210,0.0,0.7644390234140566,0.5974015530148385,0.0,0.7525487927508955,0.6726687368432639,0.868509481053292,0.6842105263157895,0.8256608455142826
AT5G06110-AT5G07010,0.0,0.3667364337903814,0.0,0.0,0.3669452791099408,0.0,0.0,0.0,0.0
AT4G17230-AT3G45530,0.0,0.5290396293861949,0.4768853167827357,0.0,0.4885190977081684,0.4421030142218559,0.0,0.6401556380302009,0.3765364018268194
AT3G57920-AT5G06110,0.0,0.382167475179815,0.382167475179815,0.0,0.382167475179815,0.382167475179815,0.0,0.382167475179815,0.382167475179815
AT4G36780-AT2G31560,0.0,0.3517976779073902,0.0,0.0,0.3349015638726407,0.0,0.0,0.0,0.0
AT4G36780-AT2G35660,0.0,0.0,0.0,0.0,0.3581458918793463,0.0,0.376816532555532,0.336647021828419,0.0
AT1G04990-AT5G36925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0
AT3G48590-AT3G10490,0.0,0.3916307943622449,0.3587296156562596,0.0,0.0,0.3331879946159548,0.580559663951774,0.0,0.0
AT5G37020-AT4G11660,0.0,0.0,0.3912630684002874,0.0,0.3420676330685889,0.3801259313888321,0.0,0.0,0.3979669852268176
AT1G04990-AT1G31350,0.0,0.5380885273724075,0.5435733028295048,0.0,0.5075908545054896,0.5555168558024699,0.0,0.0,0.4839735454043408
AT1G04990-AT1G32690,0.0,0.941128265521674,0.797439219713054,0.0,0.9142534920196832,0.7913354340725312,0.0,0.7894736842105263,0.5998566741829419
AT2G36080-AT2G28710,0.335784363077507,0.0,0.0,0.393799966619909,0.0,0.0,0.457792222368258,0.0,0.0
AT1G51140-AT5G48430,0.0,0.3904307581131969,0.0,0.0,0.3717551754459675,0.3317279820544888,0.0,0.4848404177946276,0.0
AT4G36730-AT5G21280,0.0,0.0,0.0,0.0,0.0,0.0,0.493761229790406,0.0,0.0
AT3G57920-AT2G35930,0.0,0.9289846749988137,0.8908826790479526,0.0,0.920472903530021,0.8911300584419527,0.847104985924747,0.631578947368421,0.7236933178367202
AT2G36080-AT1G15640,0.0,0.3800943833655277,0.0,0.0,0.3856035136409548,0.0,0.0,0.4736842105263157,0.0
AT4G36780-AT1G67070,0.0,0.0,0.0,0.0,0.0,0.0,0.483161234315869,0.3684210526315789,0.0
AT4G36780-AT1G75710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368421052631579,0.0
AT1G04990-AT2G46270,0.0,0.5749990112574357,0.6373616525488762,0.0,0.61572173952346,0.6825342911329655,0.0,0.4736842105263157,0.5951373454979872
AT1G51140-AT4G24110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4736842105263157,0.0
AT4G36730-AT2G38240,0.0,0.6861128645416076,0.7070283047875451,0.0,0.6405993855648119,0.7084734646761613,0.0,0.5263157894736842,0.6277013330210672
AT5G11260-AT5G67080,0.400432854502365,0.0,0.0,0.411110493431003,0.0,0.0,0.34253726912405,0.3684210526315789,0.0
AT2G36080-AT5G65310,0.382079230347353,0.0,0.0,0.354386127726591,0.0,0.0,0.0,0.0,0.0
AT1G58100-AT5G65320,0.0,0.0,0.0,0.0,0.0,0.0,0.548902497776507,0.0,0.0
AT1G30330-AT4G27310,0.408612531074774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G68640-AT4G00210,0.0,0.8391221051296475,0.7447198295705224,0.0,0.8644981999369792,0.7824718332367671,0.750139212865793,0.9473684210526316,0.8377539759181767
AT4G17230-AT2G28450,0.0,0.452075806025239,0.452075806025239,0.0,0.452075806025239,0.452075806025239,0.0,0.452075806025239,0.452075806025239
AT1G30330-AT1G13110,0.0,0.3400205346400886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT1G30330-AT5G49330,0.376926990278939,0.0,0.0,0.0,0.0,0.0,0.36194033328587,0.0,0.0
AT1G58100-AT2G45190,0.0,0.0,0.0,0.0,0.0,0.0,0.627988952019623,0.0,0.0
AT3G57920-AT1G30135,0.0,0.6060183454708992,0.4290614685448736,0.0,0.5575162881793742,0.4184595640376236,0.0,0.0,0.3714371981715417
AT5G06110-AT2G34140,0.0,0.5056329677098795,0.5355008657649241,0.0,0.5251537193265474,0.5837971014820468,0.0,0.0,0.5892260261422588
AT4G36730-AT4G37470,0.0,0.3837956282849138,0.3746884966114528,0.0,0.3474742814593201,0.4076895109166242,0.0,0.0,0.0
AT4G36730-AT5G47610,0.0,0.3618362526520801,0.0,0.0,0.3463436676882289,0.0,0.0,0.0,0.0
AT4G36730-AT2G36630,0.0,0.5683200364698625,0.3448865494758112,0.0,0.5348693898890662,0.342668564582623,0.889598875303961,0.5263157894736842,0.0
AT1G01260-AT4G31380,0.0,0.3727238163419794,0.0,0.0,0.0,0.0,0.336492383604329,0.0,0.0
AT5G11260-AT4G20860,0.0,0.9958053371674728,0.8034637143500084,0.0,0.9960031231438136,0.8008061416964044,0.0,1.0,0.7542252784225557
AT1G51140-AT3G50460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368421052631579,0.0
AT5G11260-AT3G61190,0.0,0.0,0.0,0.0,0.0,0.0,0.349978244965602,0.0,0.0
AT1G04990-AT5G24230,0.0,0.7586143392629348,0.4953365384574139,0.0,0.6798353158278795,0.5071864424114803,0.0,0.6842105263157895,0.4367874124562318
AT5G11260-AT1G19380,0.0,0.6698928638278222,0.391600348705397,0.0,0.6560596664701324,0.382787836259745,0.0,0.8421052631578948,0.4122043245320809
AT1G01260-AT1G72220,0.0,0.3651447946557948,0.0,0.0,0.3581420400707175,0.0,0.0,0.0,0.0
AT2G36080-AT2G02950,0.0,0.6436102977115964,0.6031571213818469,0.0,0.609502328013122,0.6013548490471482,0.0,0.4736842105263157,0.5701197650498814
AT5G11260-AT4G24570,0.0,0.7070511151469002,0.5695479249547426,0.0,0.700161243919678,0.5200514414969392,0.0,0.7770193406840987,0.4952227345624564
AT4G36730-AT3G23530,0.0,0.4064948745115903,0.0,0.0,0.3420676330685889,0.0,0.0,0.0,0.3422544403967067
AT5G06110-AT4G32880,0.0,0.4755878194070531,0.3833963607898911,0.0,0.4942173906382597,0.410875976022288,0.0,0.0,0.4868368445991216
AT1G30330-AT1G07690,0.0,0.3436726419325618,0.4987279215904559,0.0,0.0,0.4754983889676263,0.426007761085371,0.4210526315789474,0.4026865612754923
AT5G37020-AT5G47740,0.0,0.5743314677755913,0.5269692139324692,0.0,0.5718059852494698,0.5224899328205094,0.803389802255569,0.3931295073370274,0.5157442036326169
AT1G58100-AT4G29000,0.0,0.3873636165140128,0.0,0.0,0.5099917438477144,0.0,0.0,0.631578947368421,0.0
AT4G36780-AT1G26790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0
AT5G63470-AT1G26945,0.0,0.3718610793076857,0.4041570072200793,0.0,0.3964253755688525,0.3786765862428619,0.363894947784081,0.4210526315789474,0.4739284746911186
AT1G68640-AT1G05805,0.0,0.3722010495256684,0.0,0.0,0.4229199827029826,0.0,0.0,0.4736842105263157,0.415950090607207
AT3G57920-AT4G24570,0.794793229101883,0.0,0.0,0.811636434426173,0.0,0.0,0.813554990909955,0.0,0.0
AT1G58100-AT3G22275,0.0,0.0,0.0,0.0,0.3607258675996028,0.0,0.0,0.4210526315789474,0.0
AT1G04990-AT5G54040,0.0,0.9027701240835442,0.7118641371909548,0.0,0.900846677699398,0.7144287437226323,0.0,0.7894736842105264,0.5133293846326412
AT2G36080-AT3G46810,0.0,0.4499809602587755,0.3530199871417278,0.0,0.4847732448749776,0.3882422504402713,0.0,0.4736842105263157,0.4008402909976163
AT1G43700-AT5G02090,0.0,0.0,0.0,0.350791383865486,0.0,0.0,0.0,0.0,0.0
AT1G58100-AT1G68520,0.0,0.0,0.0,0.0,0.0,0.0,0.619815931314155,0.0,0.0
AT4G36780-AT3G15354,0.0,0.3691651518949533,0.3402688746060729,0.0,0.3607258675996028,0.3310680624790494,0.718782965380216,0.5263157894736842,0.0
AT1G51140-AT3G13040,0.0,0.6698594352162364,0.6507878935839152,0.0,0.6500909986248312,0.6526525042621746,0.0,0.729573923854947,0.6235571768769468
AT1G51140-AT1G52200,0.387823400715974,0.0,0.0,0.353704740745895,0.0,0.0,0.0,0.0,0.0
AT1G68640-AT5G65800,0.0,0.7996554359303514,0.6049985627719303,0.0,0.8209623193646134,0.6338818486198032,0.651051718441894,0.8947368421052633,0.6718856322562712
AT4G36780-AT1G42550,0.0,0.3877810250978398,0.0,0.0,0.4377722235567318,0.0,0.42019087569424,0.0,0.0
AT1G01260-AT2G39370,0.0,0.0,0.0,0.474177643095911,0.0,0.0,0.745031233716097,0.0,0.0
AT4G17230-AT5G11260,0.0,0.0,0.0,0.344610259030895,0.0,0.0,0.0,0.0,0.0
AT2G36080-AT4G37430,0.0,0.5532619573138561,0.0,0.0,0.510949843332708,0.0,1.0,0.3770981192632848,0.0
AT5G06110-AT3G45610,0.0,0.513066699590848,0.506940834718843,0.0,0.4851140978063624,0.550579277673694,0.732010763366741,0.0,0.6435797495909611
AT4G36730-AT3G60630,0.0,0.4621460510701879,0.3634660506659625,0.0,0.3844420325284636,0.372885231604958,0.0,0.0,0.0
AT1G51140-AT2G34720,0.0,0.6871945273633571,0.7806299608909885,0.0,0.639282279232737,0.7823413633038324,0.0,0.785073564634193,0.7315544510942854
AT4G36730-AT1G02030,0.0,0.627216450505735,0.5776379732115744,0.0,0.61572173952346,0.5777451279070247,0.800115103520482,0.5263157894736843,0.4809795179779997
AT3G57920-AT1G12610,0.0,0.8974113396393769,0.940792747825432,0.0,0.8893758459783312,0.924742243517902,0.802701127631178,0.7368421052631579,0.8324021282740579
AT4G36780-AT1G66230,0.0,0.3687236373126891,0.0,0.0,0.3751525228235529,0.0,0.0,0.0,0.0
AT4G36730-AT3G56260,0.0,0.6551467087083138,0.6062621570202948,0.0,0.61572173952346,0.6055053341612463,0.0,0.4210526315789474,0.5854021627650728
AT4G36730-AT3G22840,0.0,0.4092390006203925,0.0,0.0,0.3358482215582509,0.3366679038842246,0.0,0.3684210526315789,0.4584142051982177
AT4G36730-AT4G38860,0.0,0.0,0.0,0.361376496313285,0.0,0.0,0.0,0.0,0.0
AT3G57920-AT5G18670,0.599565322761334,0.0,0.0,0.546958627041011,0.0,0.0,0.427700855983044,0.0,0.0
AT3G57920-AT1G61840,0.0,0.5286102203865175,0.4582714823556935,0.0,0.4963489573322205,0.478923517339627,0.522229587701504,0.3850791107508336,0.464416101730182
AT5G37020-AT1G18810,0.0,0.0,0.0,0.0,0.0,0.0,0.497565204407379,0.0,0.0
AT5G37020-AT3G60630,0.0,0.0,0.0,0.601854509709324,0.0,0.0,0.700033542403263,0.0,0.0
AT4G17230-AT2G35290,0.0,0.5732097664047089,0.5011082937096082,0.0,0.5633645571836914,0.558960222982248,0.0,0.631578947368421,0.4841244568752352
AT2G36080-AT3G52740,0.532821688278928,0.0,0.0,0.483422209399583,0.0,0.0,0.481422116175521,0.0,0.0
AT5G06110-AT2G26580,0.0,0.0,0.0,0.0,0.0,0.0,0.783353843315371,0.0,0.0
AT4G36780-AT1G07010,0.0,0.4394166024956599,0.480105059266577,0.0,0.467123179240985,0.49473621686013,0.0,0.3906031123845542,0.5127394409204522
AT1G04990-AT5G55770,0.680458170230063,0.0,0.0,0.717560573100444,0.0,0.0,0.0,0.0,0.0
AT1G51140-AT1G07010,0.0,0.542995181209666,0.3797110481218779,0.0,0.4906661933510638,0.3875411210456304,0.0,0.5567653086680774,0.3750843995324771
AT1G51140-AT2G44370,0.0,0.43596926361669,0.4232194790698167,0.0,0.3835096534207923,0.4027861002657883,0.0,0.4211311944318018,0.4887099464595452
AT1G04990-AT1G22570,0.0,0.4994994653345462,0.0,0.0,0.4970642293450047,0.0,0.0,0.3684210526315789,0.0
AT1G04990-AT1G48500,0.0,0.545901190290734,0.0,0.0,0.5211017354105181,0.0,0.469938158077049,0.3743333931366005,0.0
AT4G36780-AT2G33380,0.0,0.0,0.0,0.0,0.3577717851475794,0.0,0.0,0.368421052631579,0.0
AT4G36780-AT1G76890,0.0,0.4641461351246967,0.0,0.0,0.4755194686894868,0.0,0.0,0.4210526315789474,0.0
AT2G28450-AT1G71030,0.0,0.0,0.0,0.0,0.0,0.0,0.447080421699868,0.0,0.0
AT5G06110-AT2G46970,0.0,0.4936273716126512,0.4147017161554211,0.0,0.5037723323373764,0.4408671394756813,0.0,0.0,0.4469027723558966
AT5G37020-AT4G01540,0.0,0.4620636193948347,0.3366410748862879,0.0,0.4851140978063624,0.3519511788112019,0.0,0.0,0.0
AT4G36730-AT1G62030,0.500460986851834,0.0,0.0,0.493933699646049,0.0,0.0,0.598037504426294,0.0,0.0
AT4G36780-AT3G10040,0.0,0.4256328478262538,0.0,0.0,0.4291393942133206,0.0,0.75072825554122,0.368421052631579,0.0
AT1G51140-AT5G55090,0.0,0.4695764123100288,0.4879659430269196,0.0,0.4314836582075753,0.4495080637613113,0.0,0.5396778842932372,0.3728636860693329
AT5G63470-AT5G14200,0.0,0.0,0.0,0.0,0.3669452791099408,0.0,0.397946633777944,0.0,0.0
AT4G36730-AT4G24140,0.709656100083192,0.0,0.0,0.74815028684305,0.0,0.0,0.834714334982575,0.0,0.0
AT1G68640-AT5G39240,0.0,0.5311960034215519,0.6337350754657373,0.0,0.5900844623825804,0.63497685987879,0.346341870733941,0.7089192270754043,0.6937153880142147
AT5G37020-AT3G50460,0.404865884957339,0.0,0.0,0.337562454936966,0.0,0.0,0.0,0.0,0.0
AT2G36080-AT2G31730,0.0,0.4930297752281284,0.4783896123660425,0.0,0.5348693898890662,0.4756001936634794,0.0,0.5263157894736842,0.4251453910907555
AT4G36780-AT1G14345,0.0,0.4426338745582582,0.4213876167382072,0.0,0.4602364517650105,0.4002060320209329,0.945297980573056,0.5263157894736842,0.3738630726409078
AT2G36080-AT2G39420,0.0,0.9974796153731402,0.8474181249343831,0.0,0.997598456089088,0.8452539295958488,0.986480291547077,1.0,0.7742658444933536
AT5G63470-AT5G67430,0.0,0.391880490242311,0.0,0.0,0.4188846703977942,0.0,0.0,0.5263157894736842,0.3401459893109782
AT5G37020-AT5G24120,0.0,0.6281741946830438,0.5633648551603285,0.0,0.6400813780156749,0.5724869787078358,0.0,0.4428078494892315,0.6055742887186006
AT1G51140-AT4G37470,0.0,0.0,0.0,0.0,0.0,0.0,0.438766023217815,0.3841419300199142,0.0
AT1G51140-AT1G63650,0.0,0.6223590142965909,0.604523473093372,0.0,0.5348693898890663,0.5730760643420418,0.0,0.7368421052631579,0.494192018263044
AT4G17230-AT4G21200,0.0,0.5021374681202738,0.0,0.0,0.4540170402546725,0.0,0.0,0.631578947368421,0.0
AT5G37020-AT3G61150,0.0,0.4337774756948508,0.0,0.0,0.4602364517650105,0.0,0.0,0.0,0.0
AT1G68640-AT1G08920,0.0,0.3964882305713891,0.0,0.0,0.4726752747856864,0.0,0.0,0.5263157894736842,0.4672755547439564
AT5G37020-AT1G10480,0.368225192986629,0.0,0.0,0.501065422182183,0.0,0.0,0.366312415227435,0.0,0.0
AT4G36780-AT3G50460,0.0,0.4104371516748148,0.379401748456769,0.0,0.436407555627188,0.4025232367427498,0.0,0.4518059279816962,0.3701841637865332
AT1G43700-AT1G19670,1.0,0.0,0.0,1.0,0.0,0.0,0.759597791030446,0.0,0.0
AT4G17230-AT5G42380,0.429415455231249,0.4013121751524802,0.5233391828933,0.441736246737733,0.4487770208799106,0.5157808579320239,0.390124459803848,0.4399778372074638,0.3904358629307597
AT5G06110-AT5G06110,0.0,0.4896922241206264,0.4154150268427162,0.0,0.4809979262119006,0.4554905718511297,0.756939040988877,0.0,0.5824700516230502
AT5G37020-AT5G14730,0.0,0.4058275724617275,0.0,0.0,0.4355510508603906,0.0,0.0,0.3508018287397485,0.3567237865254317
AT4G36780-AT5G64170,0.0,0.3615710404597064,0.0,0.0,0.4265405168560333,0.0,0.0,0.0,0.0
AT5G06110-AT5G56780,0.0,0.5508962402145253,0.6546935203335568,0.0,0.5535276244200802,0.671447259163863,0.890250098043774,0.3684210526315789,0.7215327548907848
AT5G63470-AT1G51140,0.0,0.347195122745992,0.347195122745992,0.0,0.347195122745992,0.347195122745992,0.0,0.347195122745992,0.347195122745992
AT4G36730-AT3G15354,0.0,0.4329190021399699,0.0,0.0,0.4042617481719687,0.0,0.671807943923773,0.0,0.0
AT5G63470-AT2G22800,0.0,0.3474699918956286,0.0,0.0,0.376741836214398,0.0,0.384186669374247,0.4736842105263157,0.0
AT1G01260-AT4G32280,0.0,0.4030826848097678,0.3450009301048429,0.0,0.3743081140529334,0.0,0.0,0.0,0.0
AT2G28450-AT4G36870,0.416551581124857,0.0,0.0,0.435205079315076,0.0,0.0,0.505658270192069,0.0,0.0
AT4G36730-AT5G19240,0.0,0.6229661938227339,0.5494110412952299,0.0,0.5784052704614321,0.5729356348165591,0.903168503157311,0.5263157894736841,0.5107713221885155
AT1G51140-AT2G21970,0.0,0.3999806303999286,0.0,0.0,0.394267900705987,0.0,0.765282660839818,0.4920147379036168,0.0
AT1G51140-AT2G30520,0.0,0.0,0.0,0.411056588888713,0.0,0.0,0.0,0.368421052631579,0.0
AT1G04990-AT1G51800,0.0,0.5386008461730518,0.3772833352743844,0.0,0.4788946862960245,0.3862489808569487,0.0,0.5263157894736842,0.0
AT1G04990-AT4G17090,0.0,0.978510321726039,0.7485322732161391,0.0,0.9556039561602284,0.7364209455036095,0.0,0.7894736842105263,0.4277373499341372
AT3G48590-AT4G35720,0.0,0.3990214880924213,0.3654323160199632,0.0,0.0,0.3544728862959612,0.0,0.0,0.351243819141922
AT1G04990-AT1G64530,0.0,0.7583672281526262,0.5975791096220496,0.0,0.6841352661371778,0.595525630060497,0.63107508104519,0.5789473684210527,0.464679007108874
AT5G37020-AT1G02340,0.0,0.4489362926057283,0.0,0.0,0.4688468414792555,0.0,0.627328855416248,0.3360230533229261,0.0
AT4G36780-AT1G71692,0.0,0.0,0.0,0.563119315890515,0.0,0.0,0.530878470538975,0.0,0.0
AT4G36780-AT2G36800,0.0,0.0,0.0,0.0,0.3918229251512927,0.0,0.353010337495484,0.0,0.0
AT5G63470-AT1G58100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0
AT5G63470-AT1G67265,0.0,0.0,0.0,0.0,0.0,0.0,0.739823764018883,0.3684210526315789,0.0
AT1G58100-AT1G72650,0.0,0.4414100202591656,0.3450973470998085,0.0,0.5618619160767522,0.3679546638273263,0.56014300939851,0.6668432909939718,0.0
AT1G51140-AT2G45160,0.0,0.4342581123582651,0.4316498251563514,0.0,0.4411722866757339,0.4356717388635152,0.0,0.5025505331200252,0.0
AT5G06110-AT3G11100,0.0,0.3533372804795485,0.0,0.0,0.3334613887965335,0.0,0.821930120939408,0.0,0.3855290577521767
AT4G36730-AT3G16175,0.0,0.4481751711565005,0.0,0.0,0.3749152453349369,0.0,0.0,0.0,0.0
AT2G28450-AT3G15500,0.0,0.0,0.0,0.513818545054184,0.0,0.0,0.562573087496866,0.0,0.0
AT3G48590-AT5G14200,0.0,0.0,0.0,0.0,0.0,0.0,0.555916396005929,0.0,0.0
AT3G57920-AT4G20860,0.0,0.0,0.3489313191838415,0.0,0.0,0.3552972716346299,0.6027806662061,0.0,0.3361933346822811
AT4G36780-AT1G58460,0.0,0.5713559341005776,0.6082754133391236,0.0,0.5846246819717701,0.6099958441122868,0.0,0.5263157894736842,0.5113326222538261
AT1G58100-AT4G32890,0.0,0.0,0.0,0.0,0.3482870445789268,0.0,0.0,0.0,0.0
AT5G37020-AT1G78450,0.0,0.681272192531186,0.6346344708429695,0.0,0.6874379967994185,0.6589852444193877,0.863717020901726,0.5016334673495189,0.7031157579127827
AT4G36780-AT5G28510,0.0,0.4456605685024347,0.0,0.0,0.4966083236432047,0.0,0.0,0.6061796701172781,0.0
AT2G36080-AT2G36090,0.0,0.506715350083722,0.0,0.0,0.5518273655160697,0.0,0.0,0.5618542903259516,0.0
AT4G36730-AT5G59730,0.0,0.6840438143945735,0.6095266649609302,0.0,0.6512720815250571,0.6053369726557971,0.58084579940242,0.4736842105263157,0.5887367150689408
AT1G51140-AT2G31560,0.0,0.3593770136761369,0.0,0.0,0.359564220641649,0.0,0.0,0.4210526315789474,0.0
AT5G63470-AT4G36900,0.0,0.0,0.0,0.0,0.0,0.0,0.472721611696898,0.4210526315789474,0.0
AT1G68640-AT5G18030,0.0,0.9791502795391022,0.903232392908245,0.0,0.9943465433779436,0.9098750842630032,0.859510002116519,0.9852357206760282,0.8968583107952257
AT5G06110-AT1G78080,0.0,0.3563300424123719,0.0,0.0,0.3418301398628464,0.0,0.0,0.0,0.3573876182651174
AT1G30330-AT5G22090,0.0,0.5494974711594289,0.4240634521624378,0.0,0.5597470359304182,0.428880818788818,0.0,0.6842105263157895,0.4744059478857306
AT3G57920-AT2G22880,0.0,0.7667533780034368,0.7458350544832785,0.0,0.7588460082898665,0.740461582084643,0.0,0.5263157894736842,0.6118911421881662
AT5G63470-AT4G37790,0.0,0.0,0.0,0.0,0.3461358685464511,0.0,0.0,0.0,0.0
AT5G06110-AT5G63470,0.0,0.5666689962003629,0.6226050970511907,0.0,0.5659664474407562,0.6428281027237828,0.0,0.3684210526315789,0.6712060822156444
AT1G30330-AT5G25890,0.0,0.6030497032490821,0.4921398992655355,0.0,0.5930586226054302,0.5171567735734779,0.0,0.6707610864173348,0.5198450052442881
AT1G43700-AT3G53200,0.0,0.4468841312412593,0.0,0.0,0.4851140978063624,0.0,0.0,0.4210526315789474,0.0
AT4G36780-AT2G37970,0.0,0.3714424007858015,0.0,0.0,0.3919799172669684,0.0,0.0,0.4210526315789474,0.0
AT3G57920-AT5G52020,0.0,0.7607959462571985,0.5652077009927999,0.0,0.7401099697302196,0.5111137079081387,0.645816800329328,0.631578947368421,0.0
AT1G01260-AT1G04990,0.0,0.338571104228125,0.338571104228125,0.0,0.338571104228125,0.338571104228125,0.0,0.338571104228125,0.338571104228125
AT4G36780-AT4G23990,0.0,0.0,0.3521757132418606,0.0,0.3516915103956177,0.3514164020596432,0.0,0.0,0.3999051930158875
AT3G48590-AT4G28500,0.0,0.0,0.0,0.0,0.0,0.0,0.375515720680446,0.0,0.0
AT1G43700-AT1G01580,0.0,0.9229128797373836,0.768145569931576,0.0,0.8893758459783312,0.7694424133818879,0.719198597776284,0.7368421052631579,0.5958724380117776
AT5G11260-AT5G43170,0.776667844286925,0.0,0.0,0.8586865972957,0.0,0.0,0.545061980339536,0.0,0.0
AT1G68640-AT2G28450,0.349540243288275,0.0,0.0,0.495822107381228,0.0,0.0,0.399028872810005,0.0,0.0
AT3G48590-AT5G67430,0.0,0.4085668240676899,0.0,0.0,0.3398835338634392,0.0,0.0,0.0,0.0
AT4G36730-AT2G32930,0.0,0.6369313229240231,0.6687505650720756,0.0,0.6032829165027841,0.6723246084196116,0.833052242874128,0.4736842105263157,0.6108557119004151
AT4G36730-AT4G13010,0.0,0.5737846522051497,0.420796387036947,0.0,0.5473082129097423,0.4414180474441004,0.864919960423714,0.5263157894736841,0.4295378820107699
AT1G58100-AT1G70920,0.0,0.4160613921913793,0.3444252595996009,0.0,0.5099917438477144,0.3617269835409131,0.0,0.5789473684210527,0.0
AT4G17230-AT5G52510,0.770505126414888,0.0,0.0,0.762601948303632,0.0,0.0,0.70042415873506,0.0,0.0
AT5G63470-AT4G13790,0.0,0.3667364337903814,0.3453753835369863,0.0,0.4353588057236586,0.0,0.0,0.4736842105263157,0.0
AT1G51140-AT5G24120,0.0,0.3976299834173848,0.366795183956274,0.0,0.3602592510347344,0.3644221015728996,0.0,0.5571921505107684,0.0
AT4G36780-AT4G01540,0.376528321635019,0.0,0.0,0.449856707587075,0.0,0.0,0.0,0.0,0.0
AT5G37020-AT1G26790,0.0,0.5849856218452035,0.5681333623881543,0.0,0.6000658368293148,0.5715703058026932,0.676115446868978,0.4210526315789474,0.6086987302550749
