Feature,Importance,Target Gene
AT3G57920,0.2805679346798043,AT1G02810
AT4G17230,0.6146926434696602,AT1G02810
AT5G11260,0.10473942185053564,AT1G02810
AT3G57920,0.11924982998789463,AT1G07135
AT4G17230,0.4984582348956309,AT1G07135
AT5G11260,0.38229193511647447,AT1G07135
AT3G57920,0.3617750646959366,AT1G09070
AT4G17230,0.30176414206064095,AT1G09070
AT5G11260,0.33646079324342243,AT1G09070
AT3G57920,0.23358829638960252,AT1G09950
AT4G17230,0.11592900338362667,AT1G09950
AT5G11260,0.6504827002267708,AT1G09950
AT3G57920,0.7955667064728025,AT1G12610
AT4G17230,0.10869926654610203,AT1G12610
AT5G11260,0.09573402698109545,AT1G12610
AT3G57920,0.39981933745574166,AT1G18300
AT4G17230,0.17114945137714443,AT1G18300
AT5G11260,0.4290312111671138,AT1G18300
AT3G57920,0.6428849975792649,AT1G19380
AT4G17230,0.02776693366102334,AT1G19380
AT5G11260,0.32934806875971173,AT1G19380
AT3G57920,0.22335718816205136,AT1G19510
AT4G17230,0.0015814587078973887,AT1G19510
AT5G11260,0.7750613531300513,AT1G19510
AT3G57920,0.4761492200652643,AT1G20310
AT4G17230,0.1352546948779099,AT1G20310
AT5G11260,0.3885960850568258,AT1G20310
AT3G57920,0.4610284376169769,AT1G20520
AT4G17230,0.014995741741406155,AT1G20520
AT5G11260,0.5239758206416169,AT1G20520
AT3G57920,0.3517565296365338,AT1G24140
AT4G17230,0.32887158022728896,AT1G24140
AT5G11260,0.31937189013617723,AT1G24140
AT3G57920,0.4442730951719763,AT1G27730
AT4G17230,0.3830310906642429,AT1G27730
AT5G11260,0.17269581416378094,AT1G27730
AT3G57920,0.36003482784266316,AT1G30135
AT4G17230,0.028646613061758416,AT1G30135
AT5G11260,0.6113185590955785,AT1G30135
AT3G57920,0.22314293399035426,AT1G35210
AT4G17230,0.5787193752000985,AT1G35210
AT5G11260,0.19813769080954718,AT1G35210
AT3G57920,0.0017421729954223337,AT1G50040
AT4G17230,0.4451055885403899,AT1G50040
AT5G11260,0.5531522384641878,AT1G50040
AT3G57920,0.41204920684148566,AT1G61840
AT4G17230,0.47476045507024195,AT1G61840
AT5G11260,0.11319033808827247,AT1G61840
AT3G57920,0.057119451814778975,AT1G66160
AT4G17230,0.7531083033347236,AT1G66160
AT5G11260,0.1897722448504975,AT1G66160
AT3G57920,0.09603019194438606,AT1G72940
AT4G17230,0.4877065743793337,AT1G72940
AT5G11260,0.4162632336762803,AT1G72940
AT3G57920,0.1347794882406234,AT1G74450
AT4G17230,0.5108670237579164,AT1G74450
AT5G11260,0.35435348800146027,AT1G74450
AT3G57920,0.4841068121813233,AT1G74930
AT4G17230,0.0801748811305119,AT1G74930
AT5G11260,0.43571830668816486,AT1G74930
AT3G57920,0.8603075190476764,AT2G15760
AT4G17230,0.040282199259944126,AT2G15760
AT5G11260,0.0994102816923793,AT2G15760
AT3G57920,0.48465573962583947,AT2G22500
AT4G17230,0.022512597943365246,AT2G22500
AT5G11260,0.4928316624307953,AT2G22500
AT3G57920,0.6370384653889429,AT2G22880
AT4G17230,0.01778193285725406,AT2G22880
AT5G11260,0.3451796017538029,AT2G22880
AT3G57920,0.7688989705484338,AT2G25460
AT4G17230,0.21466593577428209,AT2G25460
AT5G11260,0.016435093677284126,AT2G25460
AT3G57920,0.34245661903075997,AT2G27080
AT4G17230,0.5236732220455885,AT2G27080
AT5G11260,0.13387015892365148,AT2G27080
AT3G57920,0.4292022353233625,AT2G30040
AT4G17230,0.11071488178876984,AT2G30040
AT5G11260,0.4600828828878677,AT2G30040
AT3G57920,0.09847400647082287,AT2G35290
AT4G17230,0.48090113123218775,AT2G35290
AT5G11260,0.42062486229698937,AT2G35290
AT3G57920,0.4485989554734244,AT2G35710
AT4G17230,0.49875927177115237,AT2G35710
AT5G11260,0.05264177275542329,AT2G35710
AT3G57920,0.7666516779633936,AT2G35930
AT4G17230,0.13015152172012193,AT2G35930
AT5G11260,0.10319680031648436,AT2G35930
AT3G57920,0.3973254822056028,AT2G37430
AT4G17230,0.0458288450771758,AT2G37430
AT5G11260,0.5568456727172213,AT2G37430
AT3G57920,0.7470105473855987,AT2G39650
AT4G17230,0.01584247335137369,AT2G39650
AT5G11260,0.23714697926302775,AT2G39650
AT3G57920,0.12113609724263796,AT2G40140
AT4G17230,0.6817960442116711,AT2G40140
AT5G11260,0.19706785854569095,AT2G40140
AT3G57920,0.013635357962954066,AT3G02140
AT4G17230,0.6745736043322902,AT3G02140
AT5G11260,0.3117910377047558,AT3G02140
AT3G57920,0.2567090461216725,AT3G11390
AT4G17230,0.6073478430248781,AT3G11390
AT5G11260,0.13594311085344937,AT3G11390
AT3G57920,0.5734674624143484,AT3G16350
AT4G17230,0.01632261933971462,AT3G16350
AT5G11260,0.41020991824593706,AT3G16350
AT3G57920,0.6313825555065564,AT3G16860
AT4G17230,0.05280078258406686,AT3G16860
AT5G11260,0.31581666190937674,AT3G16860
AT3G57920,0.8366886702757724,AT3G20600
AT4G17230,0.055357036570326285,AT3G20600
AT5G11260,0.10795429315390137,AT3G20600
AT3G57920,0.15190981248549762,AT3G23630
AT4G17230,0.4520037136024435,AT3G23630
AT5G11260,0.396086473912059,AT3G23630
AT3G57920,0.29737108603221596,AT3G25655
AT4G17230,0.27558114920098065,AT3G25655
AT5G11260,0.42704776476680356,AT3G25655
AT3G57920,0.513691036851263,AT3G29000
AT4G17230,0.285742168072753,AT3G29000
AT5G11260,0.20056679507598388,AT3G29000
AT3G57920,0.43549484177733444,AT3G45530
AT4G17230,0.38037420877232014,AT3G45530
AT5G11260,0.18413094945034547,AT3G45530
AT3G57920,0.26159633470979715,AT3G47960
AT4G17230,0.29444747178643,AT3G47960
AT5G11260,0.443956193503773,AT3G47960
AT3G57920,0.07070701269902649,AT3G50260
AT4G17230,0.2199457847466463,AT3G50260
AT5G11260,0.7093472025543271,AT3G50260
AT3G57920,0.06863082726036632,AT3G50930
AT4G17230,0.4792794717597912,AT3G50930
AT5G11260,0.4520897009798426,AT3G50930
AT3G57920,0.4028184120183682,AT3G57920
AT4G17230,0.31835050510047713,AT3G57920
AT5G11260,0.2788310828811547,AT3G57920
AT3G57920,0.8299574812846988,AT3G61190
AT4G17230,0.048478976414630594,AT3G61190
AT5G11260,0.1215635423006707,AT3G61190
AT3G57920,0.45612219922904995,AT4G01120
AT4G17230,0.139771883455211,AT4G01120
AT5G11260,0.4041059173157391,AT4G01120
AT3G57920,0.5665618787248351,AT4G03400
AT4G17230,0.29698094158011373,AT4G03400
AT5G11260,0.13645717969505122,AT4G03400
AT3G57920,0.1824852245245573,AT4G08040
AT4G17230,0.736210759484216,AT4G08040
AT5G11260,0.0813040159912267,AT4G08040
AT3G57920,0.12568359117897707,AT4G13340
AT4G17230,0.4937744024132806,AT4G13340
AT5G11260,0.3805420064077423,AT4G13340
AT3G57920,0.43290094703646614,AT4G17230
AT4G17230,0.22078945830104957,AT4G17230
AT5G11260,0.3463095946624844,AT4G17230
AT3G57920,0.061935551407363884,AT4G17490
AT4G17230,0.5510233876964596,AT4G17490
AT5G11260,0.38704106089617646,AT4G17490
AT3G57920,0.44826745102078025,AT4G18010
AT4G17230,0.3427689075364767,AT4G18010
AT5G11260,0.208963641442743,AT4G18010
AT3G57920,0.30569919088762953,AT4G20860
AT4G17230,0.005350673666299622,AT4G20860
AT5G11260,0.6889501354460709,AT4G20860
AT3G57920,0.30441041902465904,AT4G21200
AT4G17230,0.259419350273355,AT4G21200
AT5G11260,0.43617023070198596,AT4G21200
AT3G57920,0.6888971113490083,AT4G21840
AT4G17230,0.06865540481248457,AT4G21840
AT5G11260,0.2424474838385071,AT4G21840
AT3G57920,0.6931000307826424,AT4G24150
AT4G17230,0.2998234869802999,AT4G24150
AT5G11260,0.0070764822370576455,AT4G24150
AT3G57920,0.6365936339848891,AT4G24380
AT4G17230,0.04148836954519184,AT4G24380
AT5G11260,0.32191799646991903,AT4G24380
AT3G57920,0.25525708653362333,AT4G24570
AT4G17230,0.29731323085830935,AT4G24570
AT5G11260,0.4474296826080673,AT4G24570
AT3G57920,0.05915739957626754,AT4G25470
AT4G17230,0.7018459275490724,AT4G25470
AT5G11260,0.23899667287466014,AT4G25470
AT3G57920,0.3750676551980317,AT4G25480
AT4G17230,0.35358787139746395,AT4G25480
AT5G11260,0.2713444734045043,AT4G25480
AT3G57920,0.47110825990033595,AT4G26200
AT4G17230,0.2134733739767535,AT4G26200
AT5G11260,0.31541836612291063,AT4G26200
AT3G57920,0.11762240551145672,AT4G27652
AT4G17230,0.27258590570799596,AT4G27652
AT5G11260,0.6097916887805473,AT4G27652
AT3G57920,0.461140885923415,AT4G27657
AT4G17230,0.3010690200565749,AT4G27657
AT5G11260,0.23779009402001022,AT4G27657
AT3G57920,0.7058770419903179,AT4G31800
AT4G17230,0.1011776356430511,AT4G31800
AT5G11260,0.1929453223666311,AT4G31800
AT3G57920,0.5302992122131095,AT4G33280
AT4G17230,0.3245557343207407,AT4G33280
AT5G11260,0.1451450534661498,AT4G33280
AT3G57920,0.6752846095995662,AT4G35660
AT4G17230,0.22606699153735357,AT4G35660
AT5G11260,0.0986483988630803,AT4G35660
AT3G57920,0.14264596882519318,AT5G01040
AT4G17230,0.33085018491024837,AT5G01040
AT5G11260,0.5265038462645585,AT5G01040
AT3G57920,0.6059962726856952,AT5G01100
AT4G17230,0.2897020918791043,AT5G01100
AT5G11260,0.1043016354352005,AT5G01100
AT3G57920,0.4174882770216697,AT5G05410
AT4G17230,0.1797342672097343,AT5G05410
AT5G11260,0.40277745576859597,AT5G05410
AT3G57920,0.4667611837640868,AT5G11260
AT4G17230,0.04068586788238368,AT5G11260
AT5G11260,0.49255294835352953,AT5G11260
AT3G57920,0.3909934640442961,AT5G12340
AT4G17230,0.14816892698123227,AT5G12340
AT5G11260,0.46083760897447157,AT5G12340
AT3G57920,0.032803432688400705,AT5G15130
AT4G17230,0.6792923106046831,AT5G15130
AT5G11260,0.2879042567069162,AT5G15130
AT3G57920,0.04592581577701466,AT5G18670
AT4G17230,0.37276085666963904,AT5G18670
AT5G11260,0.5813133275533463,AT5G18670
AT3G57920,0.6632122201176707,AT5G20150
AT4G17230,0.05376755334324831,AT5G20150
AT5G11260,0.28302022653908104,AT5G20150
AT3G57920,0.4436884706849881,AT5G22250
AT4G17230,0.1509726759901521,AT5G22250
AT5G11260,0.4053388533248598,AT5G22250
AT3G57920,0.044143679913591714,AT5G24590
AT4G17230,0.7527311352715371,AT5G24590
AT5G11260,0.20312518481487107,AT5G24590
AT3G57920,0.2307168407376682,AT5G37770
AT4G17230,0.4810826588388476,AT5G37770
AT5G11260,0.2882005004234842,AT5G37770
AT3G57920,0.4407644603050796,AT5G41740
