"","AT1G30330","AT1G51140","AT1G58100","AT2G28450","AT4G17230"
"WTJA_1",-0.725563110382089,-0.804975908370396,1.98923761365561,-0.0961607902245856,-0.0876714757649806
"WTJA_2",-1.09975289057914,-0.329409908089385,-0.245624193831907,-1.03844666452811,-0.809765630702001
"WTJA_3",-0.0501961900264332,-1.38066106660531,-0.155994627588159,0.102002333555984,1.8395069642325
"MutantJA_1",-0.337683460177828,0.548420566113535,-0.715812082323694,-0.849719879975187,0.34749784939574
"MutantJA_2",1.69754388089394,1.20992214545179,-0.617366493170727,0.102002333555984,-0.66152113531758
"MutantJA_3",0.515651770271548,0.756704171499766,-0.254440216741128,1.78032266761591,-0.628046571843678
