"","x"
"hr0_1",0.950327900362711
"hr2_1",0.0659043249273396
"hr0_2",1.10932777464035
"hr2_2",-0.0715182578770596
"hr0_3",-0.415765282135642
"hr2_3",-1.6382764599177
