"","AT1G01260","AT1G58100","AT3G48590","AT5G06110","AT5G63470"
"WTJA_1",-0.474067596352801,1.98923761365561,-0.710909123121673,1.42379452538682,-0.710909123121673
"WTJA_2",0.773478709838781,-0.245624193831907,0.752233128362216,-0.0277188783809189,0.752233128362216
"WTJA_3",0.810905099024529,-0.155994627588159,1.40070213367538,0.893312542579567,1.40070213367538
"MutantJA_1",-1.79646668091588,-0.715812082323694,-0.991549070799217,-1.1523406819323,-0.991549070799217
"MutantJA_2",0.511493985538549,-0.617366493170727,-0.889374332567102,-0.252528540284101,-0.889374332567102
"MutantJA_3",0.174656482866822,-0.254440216741128,0.438897264450397,-0.884518967369067,0.438897264450397
