"","AT1G04990","AT1G30330","AT2G36080"
"WTJA_1",1.30620865035787,-0.725563110382089,1.39554520388552
"WTJA_2",1.05659920511323,-1.09975289057914,-0.761690702884082
"WTJA_3",-0.964510283566661,-0.0501961900264332,0.476722502854024
"MutantJA_1",-0.443480859026882,-0.337683460177828,-1.18514812162034
"MutantJA_2",0.0678549948237853,1.69754388089394,0.68445633091332
"MutantJA_3",-1.02267170770134,0.515651770271548,-0.609885213148443
