"","AT1G51140","AT4G36730","AT4G36780","AT5G37020"
"WTJA_1",-0.804975908370396,-0.562780952901026,-0.28018196897145,-0.725563110382089
"WTJA_2",-0.329409908089385,-1.23941932401903,1.57556873460569,-1.09975289057914
"WTJA_3",-1.38066106660531,-0.562780952901026,0.385705048194463,-0.0501961900264332
"MutantJA_1",0.548420566113535,1.59075078594568,-1.49187801660123,-0.337683460177828
"MutantJA_2",1.20992214545179,0.377356014661961,0.058219629916145,1.69754388089394
"MutantJA_3",0.756704171499766,0.396874429213441,-0.247433427143618,0.515651770271548
