"","AT1G43700","AT1G68640","AT2G28450"
"WTJA_1",-0.17975101552421,0.637858014165092,-0.0961607902245856
"WTJA_2",1.10418480964872,1.39012299401582,-1.03844666452811
"WTJA_3",-1.0528273766418,0.402775207961741,0.102002333555984
"MutantJA_1",0.887342314730627,-1.27101437220612,-0.849719879975187
"MutantJA_2",-1.26396349011469,-0.255456649407641,0.102002333555984
"MutantJA_3",0.505014757901353,-0.904285194528889,1.78032266761591
