Feature,Importance,Target Gene
AT1G51140,0.413520976341066,AT1G01060
AT4G36730,0.15384615384615385,AT1G01060
AT4G36780,0.12494056212047244,AT1G01060
AT5G37020,0.3076923076923077,AT1G01060
AT1G51140,0.038461538461538464,AT1G01520
AT4G36730,0.2692307692307692,AT1G01520
AT4G36780,0.46153846153846156,AT1G01520
AT5G37020,0.23076923076923078,AT1G01520
AT1G51140,0.5000000000000001,AT1G02030
AT4G36730,0.3846153846153847,AT1G02030
AT4G36780,0.07692307692307694,AT1G02030
AT5G37020,0.03846153846153847,AT1G02030
AT1G51140,0.4082908456486309,AT1G02340
AT4G36730,0.11538461538461539,AT1G02340
AT4G36780,0.23076923076923078,AT1G02340
AT5G37020,0.24555530819752297,AT1G02340
AT1G51140,0.11988302904921516,AT1G03170
AT4G36730,0.38461538461538464,AT1G03170
AT4G36780,0.38011697095078484,AT1G03170
AT5G37020,0.11538461538461539,AT1G03170
AT1G51140,0.15384615384615385,AT1G05420
AT4G36730,0.24832089078284708,AT1G05420
AT4G36780,0.29519092650703044,AT1G05420
AT5G37020,0.3026420288639687,AT1G05420
AT1G51140,0.5676917763001558,AT1G05710
AT4G36730,0.07692307692307693,AT1G05710
AT4G36780,0.19230769230769232,AT1G05710
AT5G37020,0.16307745446907504,AT1G05710
AT1G51140,0.3784988829230169,AT1G06040
AT4G36730,0.19230769230769232,AT1G06040
AT4G36780,0.23076923076923078,AT1G06040
AT5G37020,0.19842419400005998,AT1G06040
AT1G51140,0.4068669563343642,AT1G07010
AT4G36730,0.07692307692307693,AT1G07010
AT4G36780,0.2854407359733281,AT1G07010
AT5G37020,0.23076923076923078,AT1G07010
AT1G51140,0.5228123485221948,AT1G07128
AT4G36730,0.19230769230769232,AT1G07128
AT4G36780,0.05411072840088215,AT1G07128
AT5G37020,0.23076923076923078,AT1G07128
AT1G51140,0.5655815407663585,AT1G07160
AT4G36730,0.038461538461538464,AT1G07160
AT4G36780,0.15384615384615385,AT1G07160
AT5G37020,0.2421107669259493,AT1G07160
AT1G51140,0.5828112792331229,AT1G10120
AT4G36730,0.1153846153846154,AT1G10120
AT4G36780,0.08277147282790182,AT1G10120
AT5G37020,0.21903263255435995,AT1G10120
AT1G51140,0.34615384615384615,AT1G10370
AT4G36730,0.3076923076923077,AT1G10370
AT4G36780,0.19230769230769232,AT1G10370
AT5G37020,0.15384615384615385,AT1G10370
AT1G51140,0.5719734070027763,AT1G10480
AT4G36730,0.11538461538461539,AT1G10480
AT4G36780,0.23076923076923078,AT1G10480
AT5G37020,0.08187274684337753,AT1G10480
AT1G51140,0.2692307692307692,AT1G12370
AT4G36730,0.23076923076923078,AT1G12370
AT4G36780,0.38461538461538464,AT1G12370
AT5G37020,0.11538461538461539,AT1G12370
AT1G51140,0.5,AT1G13670
AT4G36730,0.34615384615384615,AT1G13670
AT4G36780,0.11538461538461539,AT1G13670
AT5G37020,0.038461538461538464,AT1G13670
AT1G51140,0.44347334991416115,AT1G13740
AT4G36730,0.23076923076923078,AT1G13740
AT4G36780,0.13344972700891577,AT1G13740
AT5G37020,0.19230769230769232,AT1G13740
AT1G51140,0.34615384615384615,AT1G14345
AT4G36730,0.19230769230769232,AT1G14345
AT4G36780,0.38461538461538464,AT1G14345
AT5G37020,0.07692307692307693,AT1G14345
AT1G51140,0.11972302024540935,AT1G14430
AT4G36730,0.2692307692307692,AT1G14430
AT4G36780,0.495661595139206,AT1G14430
AT5G37020,0.11538461538461539,AT1G14430
AT1G51140,0.2692307692307692,AT1G16720
AT4G36730,0.19230769230769232,AT1G16720
AT4G36780,0.38461538461538464,AT1G16720
AT5G37020,0.15384615384615385,AT1G16720
AT1G51140,0.2830864561836541,AT1G17100
AT4G36730,0.19230769230769232,AT1G17100
AT4G36780,0.19230769230769232,AT1G17100
AT5G37020,0.3322981592009613,AT1G17100
AT1G51140,0.5085399507494142,AT1G17920
AT4G36730,0.11538461538461539,AT1G17920
AT4G36780,0.12127929690724423,AT1G17920
AT5G37020,0.2547961369587262,AT1G17920
AT1G51140,0.11538461538461539,AT1G18330
AT4G36730,0.23076923076923078,AT1G18330
AT4G36780,0.3610833999382295,AT1G18330
AT5G37020,0.29276275390792433,AT1G18330
AT1G51140,0.34615384615384615,AT1G18810
AT4G36730,0.4230769230769231,AT1G18810
AT4G36780,0.15384615384615385,AT1G18810
AT5G37020,0.07692307692307693,AT1G18810
AT1G51140,0.23076923076923078,AT1G19490
AT4G36730,0.3606358051750148,AT1G19490
AT4G36780,0.3188914727859066,AT1G19490
AT5G37020,0.08970349126984777,AT1G19490
AT1G51140,0.38461538461538464,AT1G22680
AT4G36730,0.39824192655720175,AT1G22680
AT4G36780,0.21714268882741367,AT1G22680
AT5G37020,0.0,AT1G22680
AT1G51140,0.11538461538461539,AT1G23010
AT4G36730,0.12893801649940106,AT1G23010
AT4G36780,0.40952352196213737,AT1G23010
AT5G37020,0.34615384615384615,AT1G23010
AT1G51140,0.34615384615384615,AT1G26790
AT4G36730,0.07692307692307693,AT1G26790
AT4G36780,0.2692307692307692,AT1G26790
AT5G37020,0.3076923076923077,AT1G26790
AT1G51140,0.5384615384615385,AT1G27740
AT4G36730,0.2580823996512886,AT1G27740
AT4G36780,0.07692307692307694,AT1G27740
AT5G37020,0.12653298496409607,AT1G27740
AT1G51140,0.40812482911030806,AT1G28600
AT4G36730,0.2934355855390803,AT1G28600
AT4G36780,0.19230769230769232,AT1G28600
AT5G37020,0.10613189304291934,AT1G28600
AT1G51140,0.607411157578231,AT1G34520
AT4G36730,0.23076923076923078,AT1G34520
AT4G36780,0.12335807319099969,AT1G34520
AT5G37020,0.038461538461538464,AT1G34520
AT1G51140,0.4893227229852342,AT1G42550
AT4G36730,0.11538461538461539,AT1G42550
AT4G36780,0.16452343086091967,AT1G42550
AT5G37020,0.23076923076923078,AT1G42550
AT1G51140,0.5316343552305314,AT1G48100
AT4G36730,0.3076923076923077,AT1G48100
AT4G36780,0.07692307692307693,AT1G48100
AT5G37020,0.0837502601540841,AT1G48100
AT1G51140,0.2839042783372384,AT1G49010
AT4G36730,0.15384615384615385,AT1G49010
AT4G36780,0.2692307692307692,AT1G49010
AT5G37020,0.2930187985858385,AT1G49010
AT1G51140,0.3076923076923077,AT1G50020
AT4G36730,0.2692307692307692,AT1G50020
AT4G36780,0.3076923076923077,AT1G50020
AT5G37020,0.11538461538461539,AT1G50020
AT1G51140,0.4105015086764218,AT1G50250
AT4G36730,0.07692307692307693,AT1G50250
AT4G36780,0.2818061836312705,AT1G50250
AT5G37020,0.23076923076923078,AT1G50250
AT1G51140,0.2692307692307692,AT1G51140
AT4G36730,0.34615384615384615,AT1G51140
AT4G36780,0.2692307692307692,AT1G51140
AT5G37020,0.11538461538461539,AT1G51140
AT1G51140,0.16084313065566685,AT1G52200
AT4G36730,0.38461538461538464,AT1G52200
AT4G36780,0.37761840780587164,AT1G52200
AT5G37020,0.07692307692307693,AT1G52200
AT1G51140,0.38461538461538464,AT1G58460
AT4G36730,0.0,AT1G58460
AT4G36780,0.38461538461538464,AT1G58460
AT5G37020,0.23076923076923078,AT1G58460
AT1G51140,0.38461538461538464,AT1G60270
AT4G36730,0.38461538461538464,AT1G60270
AT4G36780,0.23076923076923078,AT1G60270
AT5G37020,0.0,AT1G60270
AT1G51140,0.3364664548941124,AT1G62030
AT4G36730,0.07692307692307693,AT1G62030
AT4G36780,0.3943027758751183,AT1G62030
AT5G37020,0.19230769230769232,AT1G62030
AT1G51140,0.38461538461538464,AT1G62975
AT4G36730,0.34615384615384615,AT1G62975
AT4G36780,0.07692307692307693,AT1G62975
AT5G37020,0.19230769230769232,AT1G62975
AT1G51140,0.5384615384615384,AT1G63650
AT4G36730,0.11538461538461539,AT1G63650
AT4G36780,0.07692307692307693,AT1G63650
AT5G37020,0.2692307692307692,AT1G63650
AT1G51140,0.38461538461538464,AT1G64000
AT4G36730,0.4230769230769231,AT1G64000
AT4G36780,0.19230769230769232,AT1G64000
AT5G37020,0.0,AT1G64000
AT1G51140,0.4522420028614958,AT1G64500
AT4G36730,0.07692307692307694,AT1G64500
AT4G36780,0.27852722790773504,AT1G64500
AT5G37020,0.19230769230769235,AT1G64500
AT1G51140,0.3532003945515827,AT1G66230
AT4G36730,0.11538461538461539,AT1G66230
AT4G36780,0.2059009068508024,AT1G66230
AT5G37020,0.3255140832129995,AT1G66230
AT1G51140,0.23076923076923078,AT1G66330
AT4G36730,0.19230769230769232,AT1G66330
AT4G36780,0.4230769230769231,AT1G66330
AT5G37020,0.15384615384615385,AT1G66330
AT1G51140,0.34615384615384615,AT1G66725
AT4G36730,0.15384615384615385,AT1G66725
AT4G36780,0.34615384615384615,AT1G66725
AT5G37020,0.15384615384615385,AT1G66725
AT1G51140,0.38461538461538464,AT1G66920
AT4G36730,0.3076923076923077,AT1G66920
AT4G36780,0.11538461538461539,AT1G66920
AT5G37020,0.19230769230769232,AT1G66920
AT1G51140,0.3076923076923077,AT1G67070
AT4G36730,0.3076923076923077,AT1G67070
AT4G36780,0.2692307692307692,AT1G67070
AT5G37020,0.11538461538461539,AT1G67070
AT1G51140,0.37369040136811305,AT1G70000
AT4G36730,0.34615384615384615,AT1G70000
AT4G36780,0.19230769230769232,AT1G70000
AT5G37020,0.08784806017034849,AT1G70000
AT1G51140,0.4933278372584532,AT1G71692
AT4G36730,0.3076923076923077,AT1G71692
AT4G36780,0.11538461538461539,AT1G71692
AT5G37020,0.08359523966462373,AT1G71692
AT1G51140,0.23076923076923078,AT1G72360
AT4G36730,0.44561193128685456,AT1G72360
AT4G36780,0.23637946244851035,AT1G72360
AT5G37020,0.08723937549540432,AT1G72360
AT1G51140,0.19230769230769232,AT1G72500
AT4G36730,0.35288032903094874,AT1G72500
AT4G36780,0.4163504401998205,AT1G72500
AT5G37020,0.038461538461538464,AT1G72500
AT1G51140,0.3076923076923077,AT1G73480
AT4G36730,0.4230769230769231,AT1G73480
AT4G36780,0.2692307692307692,AT1G73480
AT5G37020,0.0,AT1G73480
AT1G51140,0.23076923076923078,AT1G75100
AT4G36730,0.4230769230769231,AT1G75100
AT4G36780,0.2692307692307692,AT1G75100
AT5G37020,0.07692307692307693,AT1G75100
AT1G51140,0.2307692307692308,AT1G75710
AT4G36730,0.3461538461538462,AT1G75710
AT4G36780,0.2692307692307693,AT1G75710
AT5G37020,0.15384615384615388,AT1G75710
AT1G51140,0.4831642101043268,AT1G76890
AT4G36730,0.07692307692307693,AT1G76890
AT4G36780,0.3076923076923077,AT1G76890
AT5G37020,0.13222040528028864,AT1G76890
AT1G51140,0.12583863820003802,AT1G77530
AT4G36730,0.2692307692307692,AT1G77530
AT4G36780,0.4895459771845774,AT1G77530
AT5G37020,0.11538461538461539,AT1G77530
AT1G51140,0.3641909277061208,AT1G78450
AT4G36730,0.038461538461538464,AT1G78450
AT4G36780,0.23076923076923078,AT1G78450
AT5G37020,0.36657830306310996,AT1G78450
AT1G51140,0.3076923076923077,AT1G78510
AT4G36730,0.11538461538461539,AT1G78510
AT4G36780,0.34615384615384615,AT1G78510
AT5G37020,0.23076923076923078,AT1G78510
AT1G51140,0.20971107947465012,AT1G78820
AT4G36730,0.11538461538461539,AT1G78820
AT4G36780,0.3672119974484268,AT1G78820
AT5G37020,0.3076923076923077,AT1G78820
AT1G51140,0.3076923076923077,AT1G80130
AT4G36730,0.2692307692307692,AT1G80130
AT4G36780,0.15384615384615385,AT1G80130
AT5G37020,0.2692307692307692,AT1G80130
AT1G51140,0.6168965883331382,AT1G80340
AT4G36730,0.15384615384615385,AT1G80340
AT4G36780,0.0,AT1G80340
AT5G37020,0.2292572578207079,AT1G80340
AT1G51140,0.1679916958015559,AT2G02070
AT4G36730,0.15384615384615385,AT2G02070
AT4G36780,0.38461538461538464,AT2G02070
AT5G37020,0.29354676573690563,AT2G02070
AT1G51140,0.19230769230769232,AT2G16660
AT4G36730,0.20766024137439443,AT2G16660
AT4G36780,0.23076923076923078,AT2G16660
AT5G37020,0.36926283554868244,AT2G16660
AT1G51140,0.34615384615384615,AT2G21320
AT4G36730,0.23076923076923078,AT2G21320
AT4G36780,0.11538461538461539,AT2G21320
AT5G37020,0.3076923076923077,AT2G21320
AT1G51140,0.3595492315449507,AT2G21970
AT4G36730,0.23076923076923078,AT2G21970
AT4G36780,0.33275846076274157,AT2G21970
