"","x"
"hr0_1",0.959307499808229
"hr2_1",1.26883665668758
"hr0_2",0.0414469298276092
"hr2_2",-1.08700491059951
"hr0_3",-0.0494305110533414
"hr2_3",-1.13315566467056
