"","AT3G57920","AT4G17230","AT5G11260"
"WTJA_1",0.305591479697959,-0.0876714757649806,0.444417546720985
"WTJA_2",0.348131202724096,-0.809765630702001,1.39742082223611
"WTJA_3",-0.978413629601136,1.8395069642325,0.749392697782985
"MutantJA_1",0.275205963250719,0.34749784939574,-0.960231010309084
"MutantJA_2",1.39426112612194,-0.66152113531758,-0.949653837439882
"MutantJA_3",-1.34477614219358,-0.628046571843678,-0.681346218991116
