Feature,Importance,Target Gene
AT1G04990,0.5210894092195862,AT1G04990
AT1G30330,0.03904116805148663,AT1G04990
AT2G36080,0.43986942272892715,AT1G04990
AT1G04990,0.22721851612801008,AT1G06002
AT1G30330,0.11301198455892195,AT1G06002
AT2G36080,0.659769499313068,AT1G06002
AT1G04990,0.6369993172072917,AT1G07150
AT1G30330,0.197005201984871,AT1G07150
AT2G36080,0.16599548080783721,AT1G07150
AT1G04990,0.32913897091187855,AT1G07620
AT1G30330,0.6293841928744377,AT1G07620
AT2G36080,0.0414768362136838,AT1G07620
AT1G04990,0.3805203225063598,AT1G07690
AT1G30330,0.4308098934647504,AT1G07690
AT2G36080,0.18866978402888965,AT1G07690
AT1G04990,0.4352792638830273,AT1G09540
AT1G30330,0.15953137555880176,AT1G09540
AT2G36080,0.40518936055817095,AT1G09540
AT1G04990,0.2691303320298151,AT1G12240
AT1G30330,0.30821090761958964,AT1G12240
AT2G36080,0.4226587603505953,AT1G12240
AT1G04990,0.12708025616192595,AT1G13110
AT1G30330,0.2536849226906262,AT1G13110
AT2G36080,0.6192348211474478,AT1G13110
AT1G04990,0.10755070505578332,AT1G13930
AT1G30330,0.6173232655914946,AT1G13930
AT2G36080,0.275126029352722,AT1G13930
AT1G04990,0.7079179882959353,AT1G15100
AT1G30330,0.2203978217316759,AT1G15100
AT2G36080,0.0716841899723889,AT1G15100
AT1G04990,0.5925827686083867,AT1G15640
AT1G30330,0.29787124119936376,AT1G15640
AT2G36080,0.10954599019224966,AT1G15640
AT1G04990,0.3251326063313594,AT1G18830
AT1G30330,0.5154052517644803,AT1G18830
AT2G36080,0.15946214190416036,AT1G18830
AT1G04990,0.3255714453818887,AT1G19220
AT1G30330,0.00472678894877933,AT1G19220
AT2G36080,0.6697017656693319,AT1G19220
AT1G04990,0.26964302523003497,AT1G22570
AT1G30330,0.04329858317640719,AT1G22570
AT2G36080,0.6870583915935579,AT1G22570
AT1G04990,0.10169310317359331,AT1G22810
AT1G30330,0.7260017450227243,AT1G22810
AT2G36080,0.17230515180368233,AT1G22810
AT1G04990,0.05532394863132238,AT1G26960
AT1G30330,0.6223937738814412,AT1G26960
AT2G36080,0.32228227748723626,AT1G26960
AT1G04990,0.17672228952081867,AT1G29640
AT1G30330,0.05842665606784633,AT1G29640
AT2G36080,0.764851054411335,AT1G29640
AT1G04990,0.15112021705758422,AT1G30040
AT1G30330,0.027866292748799593,AT1G30040
AT2G36080,0.8210134901936162,AT1G30040
AT1G04990,0.6159361528577944,AT1G30330
AT1G30330,0.030264698652229725,AT1G30330
AT2G36080,0.353799148489976,AT1G30330
AT1G04990,0.469512988531662,AT1G31350
AT1G30330,0.11526215638692375,AT1G31350
AT2G36080,0.41522485508141427,AT1G31350
AT1G04990,0.6886079419900415,AT1G32690
AT1G30330,0.010777302829351706,AT1G32690
AT2G36080,0.30061475518060676,AT1G32690
AT1G04990,0.660792032417315,AT1G43160
AT1G30330,0.18918033387904257,AT1G43160
