Feature,Importance,Target Gene
AT1G01260,0.08898305084745764,AT1G01260
AT1G58100,0.40677966101694923,AT1G01260
AT3G48590,0.08474576271186442,AT1G01260
AT5G06110,0.2796610169491526,AT1G01260
AT5G63470,0.1398305084745763,AT1G01260
AT1G01260,0.1698203319235289,AT1G07640
AT1G58100,0.2627118644067797,AT1G07640
AT3G48590,0.12983390065825873,AT1G07640
AT5G06110,0.2457627118644068,AT1G07640
AT5G63470,0.19187119114702592,AT1G07640
AT1G01260,0.05932203389830509,AT1G08000
AT1G58100,0.37711864406779666,AT1G08000
AT3G48590,0.11440677966101696,AT1G08000
AT5G06110,0.31355932203389836,AT1G08000
AT5G63470,0.13559322033898308,AT1G08000
AT1G01260,0.1483050847457627,AT1G17380
AT1G58100,0.2330508474576271,AT1G17380
AT3G48590,0.1228813559322034,AT1G17380
AT5G06110,0.3771186440677966,AT1G17380
AT5G63470,0.11864406779661017,AT1G17380
AT1G01260,0.1440677966101695,AT1G19180
AT1G58100,0.2711864406779661,AT1G19180
AT3G48590,0.11864406779661017,AT1G19180
AT5G06110,0.3686440677966102,AT1G19180
AT5G63470,0.09745762711864407,AT1G19180
AT1G01260,0.12884556268987393,AT1G22070
AT1G58100,0.3516949152542373,AT1G22070
AT3G48590,0.1059322033898305,AT1G22070
AT5G06110,0.2969650532550576,AT1G22070
AT5G63470,0.11656226541100065,AT1G22070
AT1G01260,0.09745762711864407,AT1G24625
AT1G58100,0.3983050847457627,AT1G24625
AT3G48590,0.11440677966101695,AT1G24625
AT5G06110,0.25,AT1G24625
AT5G63470,0.13983050847457626,AT1G24625
AT1G01260,0.20983039142727444,AT1G26945
AT1G58100,0.211864406779661,AT1G26945
AT3G48590,0.2107627703880577,AT1G26945
AT5G06110,0.09745762711864407,AT1G26945
AT5G63470,0.2700848042863628,AT1G26945
AT1G01260,0.2288135593220339,AT1G32540
AT1G58100,0.1864406779661017,AT1G32540
AT3G48590,0.11864406779661017,AT1G32540
AT5G06110,0.3686440677966102,AT1G32540
AT5G63470,0.09745762711864407,AT1G32540
AT1G01260,0.1864406779661017,AT1G33600
AT1G58100,0.25,AT1G33600
AT3G48590,0.09745762711864407,AT1G33600
AT5G06110,0.3855932203389831,AT1G33600
AT5G63470,0.08050847457627118,AT1G33600
AT1G01260,0.1694915254237288,AT1G49530
AT1G58100,0.288135593220339,AT1G49530
AT3G48590,0.09745762711864407,AT1G49530
AT5G06110,0.3686440677966102,AT1G49530
AT5G63470,0.07627118644067797,AT1G49530
AT1G01260,0.24774253574573263,AT1G54120
AT1G58100,0.1822033898305085,AT1G54120
AT3G48590,0.10632642218714512,AT1G54120
AT5G06110,0.3620327369823766,AT1G54120
AT5G63470,0.10169491525423732,AT1G54120
AT1G01260,0.1597989097722011,AT1G58100
AT1G58100,0.286337644046209,AT1G58100
AT3G48590,0.15515343504264037,AT1G58100
AT5G06110,0.22701561014790386,AT1G58100
AT5G63470,0.17169440099104571,AT1G58100
AT1G01260,0.1822033898305085,AT1G67265
AT1G58100,0.26694915254237295,AT1G67265
AT3G48590,0.14830508474576273,AT1G67265
