Feature,Importance,Target Gene
AT1G51140,0.522271067234503,AT1G01060
AT4G36730,0.10435704872209538,AT1G01060
AT4G36780,0.12675112345219283,AT1G01060
AT5G37020,0.3408066853473443,AT1G01060
AT1G51140,0.0879491553810317,AT1G01520
AT4G36730,0.42564376977827323,AT1G01520
AT4G36780,0.1824994119246548,AT1G01520
AT5G37020,0.398093587672176,AT1G01520
AT1G51140,0.405944654147058,AT1G02030
AT4G36730,0.48097951797799976,AT1G02030
AT4G36780,0.07376777736290845,AT1G02030
AT5G37020,0.13349397526816936,AT1G02030
AT1G51140,0.46785197201324735,AT1G02340
AT4G36730,0.17602954943685067,AT1G02340
AT4G36780,0.1458867984432633,AT1G02340
AT5G37020,0.30441760486277436,AT1G02340
AT1G51140,0.12279858441127334,AT1G03170
AT4G36730,0.4077234351928423,AT1G03170
AT4G36780,0.5507695835587185,AT1G03170
AT5G37020,0.0128943215933015,AT1G03170
AT1G51140,0.16464906243267094,AT1G05420
AT4G36730,0.36795989506905,AT1G05420
AT4G36780,0.15658281187578652,AT1G05420
AT5G37020,0.40499415537862826,AT1G05420
AT1G51140,0.5556956427261552,AT1G05710
AT4G36730,0.09432331778611092,AT1G05710
AT4G36780,0.1726501563609879,AT1G05710
AT5G37020,0.2715168078828815,AT1G05710
AT1G51140,0.2509843178188251,AT1G06040
AT4G36730,0.018186832608989283,AT1G06040
AT4G36780,0.2590792642211195,AT1G06040
AT5G37020,0.5659355101072019,AT1G06040
AT1G51140,0.37508439953247713,AT1G07010
AT4G36730,0.19127665580806694,AT1G07010
AT4G36780,0.5127394409204522,AT1G07010
AT5G37020,0.015085428495139134,AT1G07010
AT1G51140,0.596967393403795,AT1G07128
AT4G36730,0.2716709159940387,AT1G07128
AT4G36780,0.14074486876233797,AT1G07128
AT5G37020,0.08480274659596411,AT1G07128
AT1G51140,0.49697531108470433,AT1G07160
AT4G36730,0.02804659212046206,AT1G07160
AT4G36780,0.12140968031299991,AT1G07160
AT5G37020,0.44775434123796926,AT1G07160
AT1G51140,0.4596391664016142,AT1G10120
AT4G36730,0.13379159990081374,AT1G10120
AT4G36780,0.10344178151022447,AT1G10120
AT5G37020,0.3973133769434834,AT1G10120
AT1G51140,0.20297448083259734,AT1G10370
AT4G36730,0.30490578514753136,AT1G10370
AT4G36780,0.3402482031654524,AT1G10370
AT5G37020,0.2460574556105545,AT1G10370
AT1G51140,0.6747274575469294,AT1G10480
AT4G36730,0.0968270045326393,AT1G10480
AT4G36780,0.21781149321300763,AT1G10480
AT5G37020,0.10481996946355938,AT1G10480
AT1G51140,0.2219213015148894,AT1G12370
AT4G36730,0.4110782198569318,AT1G12370
AT4G36780,0.3369407077272604,AT1G12370
AT5G37020,0.12424569565705394,AT1G12370
AT1G51140,0.457212745765296,AT1G13670
AT4G36730,0.33747244677902855,AT1G13670
AT4G36780,0.1420363000799825,AT1G13670
AT5G37020,0.15746443213182848,AT1G13670
AT1G51140,0.4133069011992386,AT1G13740
AT4G36730,0.09962799280550726,AT1G13740
AT4G36780,0.5198846392516894,AT1G13740
AT5G37020,0.06136639149970025,AT1G13740
AT1G51140,0.16459777891014749,AT1G14345
AT4G36730,0.3450977627993522,AT1G14345
AT4G36780,0.3738630726409078,AT1G14345
AT5G37020,0.21062731040572805,AT1G14345
AT1G51140,0.1324772841212013,AT1G14430
AT4G36730,0.5254125885696386,AT1G14430
AT4G36780,0.42730060199784814,AT1G14430
AT5G37020,0.008995450067447732,AT1G14430
AT1G51140,0.21208939640048136,AT1G16720
AT4G36730,0.4070539755976366,AT1G16720
AT4G36780,0.3002604335816762,AT1G16720
AT5G37020,0.1747821191763414,AT1G16720
AT1G51140,0.21813421229826205,AT1G17100
AT4G36730,0.08721714216706833,AT1G17100
AT4G36780,0.10702899353605387,AT1G17100
AT5G37020,0.6818055767547513,AT1G17100
AT1G51140,0.5276994322141233,AT1G17920
AT4G36730,0.16716112298154068,AT1G17920
AT4G36780,0.17590915634179494,AT1G17920
AT5G37020,0.22341621321867683,AT1G17920
AT1G51140,0.11276089886013702,AT1G18330
AT4G36730,0.1283672938252799,AT1G18330
AT4G36780,0.24352246794598553,AT1G18330
AT5G37020,0.6095352641247332,AT1G18330
AT1G51140,0.25208835420985476,AT1G18810
AT4G36730,0.525125869145576,AT1G18810
AT4G36780,0.11279271851469856,AT1G18810
AT5G37020,0.2041789828860063,AT1G18810
AT1G51140,0.2536027480834207,AT1G19490
AT4G36730,0.5273769334175129,AT1G19490
AT4G36780,0.17235665844125442,AT1G19490
AT5G37020,0.14084958481394752,AT1G19490
AT1G51140,0.24503955866436525,AT1G22680
AT4G36730,0.5796988046963926,AT1G22680
AT4G36780,0.25821451065456963,AT1G22680
AT5G37020,0.011233050740808529,AT1G22680
AT1G51140,0.10058488823232124,AT1G23010
AT4G36730,0.2559950244931123,AT1G23010
AT4G36780,0.336835704071721,AT1G23010
AT5G37020,0.40077030795898116,AT1G23010
AT1G51140,0.10044553612484497,AT1G26790
AT4G36730,0.15062806066790577,AT1G26790
AT4G36780,0.23441359770831005,AT1G26790
AT5G37020,0.6086987302550749,AT1G26790
AT1G51140,0.45513172956391995,AT1G27740
AT4G36730,0.3947768928717741,AT1G27740
AT4G36780,0.12522162973638162,AT1G27740
AT5G37020,0.11905567258405994,AT1G27740
AT1G51140,0.35825292896026995,AT1G28600
AT4G36730,0.28212795200120794,AT1G28600
AT4G36780,0.215612039653946,AT1G28600
AT5G37020,0.23819300414071176,AT1G28600
