Feature,Importance,Target Gene
AT1G51140,0.5443925800398429,AT1G01060
AT4G36730,0.11810947592382964,AT1G01060
AT4G36780,0.11193315344920592,AT1G01060
AT5G37020,0.38776447137956876,AT1G01060
AT1G51140,0.08510156993431826,AT1G01520
AT4G36730,0.4401725916367746,AT1G01520
AT4G36780,0.29183463003001775,AT1G01520
AT5G37020,0.34509088919133646,AT1G01520
AT1G51140,0.4067990509604995,AT1G02030
AT4G36730,0.5777451279070247,AT1G02030
AT4G36780,0.035352728410999304,AT1G02030
AT5G37020,0.14230277351392348,AT1G02030
AT1G51140,0.506812280201557,AT1G02340
AT4G36730,0.14069934495119557,AT1G02340
AT4G36780,0.19471036835263947,AT1G02340
AT5G37020,0.3199776872870549,AT1G02340
AT1G51140,0.08481111042536855,AT1G03170
AT4G36730,0.4759268147020418,AT1G03170
AT4G36780,0.5810920365605171,AT1G03170
AT5G37020,0.020369719104519693,AT1G03170
AT1G51140,0.15334033087115323,AT1G05420
AT4G36730,0.5314559146630107,AT1G05420
AT4G36780,0.2031765363055003,AT1G05420
AT5G37020,0.27422689895278274,AT1G05420
AT1G51140,0.6499794822988711,AT1G05710
AT4G36730,0.09009585210054379,AT1G05710
AT4G36780,0.16170600050910336,AT1G05710
AT5G37020,0.2604183458839287,AT1G05710
AT1G51140,0.30313656714492415,AT1G06040
AT4G36730,0.013428018724751158,AT1G06040
AT4G36780,0.2381103925183305,AT1G06040
AT5G37020,0.6075247024044413,AT1G06040
AT1G51140,0.38754112104563043,AT1G07010
AT4G36730,0.2544375206532348,AT1G07010
AT4G36780,0.49473621686013003,AT1G07010
AT5G37020,0.025484822233452015,AT1G07010
AT1G51140,0.6313952945709801,AT1G07128
AT4G36730,0.24968729075120438,AT1G07128
AT4G36780,0.1955137588364568,AT1G07128
AT5G37020,0.0856033366338056,AT1G07128
AT1G51140,0.6521639336669717,AT1G07160
AT4G36730,0.03226128431125738,AT1G07160
AT4G36780,0.10244391341791427,AT1G07160
AT5G37020,0.3753305493963038,AT1G07160
AT1G51140,0.6092384499587612,AT1G10120
AT4G36730,0.12004393595159131,AT1G10120
AT4G36780,0.08453473769171765,AT1G10120
AT5G37020,0.34838255719037686,AT1G10120
AT1G51140,0.2072352121979873,AT1G10370
AT4G36730,0.3187165991455374,AT1G10370
AT4G36780,0.45716285769960374,AT1G10370
AT5G37020,0.17908501174931865,AT1G10370
AT1G51140,0.7601946755182415,AT1G10480
AT4G36730,0.11299736582090206,AT1G10480
AT4G36780,0.21236406139949876,AT1G10480
AT5G37020,0.07664357805380483,AT1G10480
AT1G51140,0.19221087704784967,AT1G12370
AT4G36730,0.4896100441234783,AT1G12370
AT4G36780,0.33045083113841245,AT1G12370
AT5G37020,0.1499279284827067,AT1G12370
AT1G51140,0.4312902827773113,AT1G13670
AT4G36730,0.41690945503908977,AT1G13670
AT4G36780,0.1349325952236599,AT1G13670
AT5G37020,0.17906734775238597,AT1G13670
AT1G51140,0.3994454526056699,AT1G13740
AT4G36730,0.18725690756454658,AT1G13740
AT4G36780,0.5327105523831231,AT1G13740
AT5G37020,0.042786768239107514,AT1G13740
AT1G51140,0.2572839294846748,AT1G14345
AT4G36730,0.3115984151557311,AT1G14345
AT4G36780,0.4002060320209329,AT1G14345
AT5G37020,0.19311130413110816,AT1G14345
AT1G51140,0.10319271509575705,AT1G14430
AT4G36730,0.5053446035941228,AT1G14430
AT4G36780,0.5443060127240367,AT1G14430
AT5G37020,0.00935634937853049,AT1G14430
AT1G51140,0.21056149152703194,AT1G16720
AT4G36730,0.3565582774415527,AT1G16720
AT4G36780,0.38528253516971933,AT1G16720
AT5G37020,0.209797376654143,AT1G16720
AT1G51140,0.30808110246307835,AT1G17100
AT4G36730,0.12046297638918756,AT1G17100
AT4G36780,0.10982159120594252,AT1G17100
AT5G37020,0.6238340107342386,AT1G17100
AT1G51140,0.5564106481368449,AT1G17920
AT4G36730,0.1584746300902264,AT1G17920
AT4G36780,0.16848068727667864,AT1G17920
AT5G37020,0.2788337152886971,AT1G17920
AT1G51140,0.13724340326345935,AT1G18330
AT4G36730,0.15038782627510144,AT1G18330
AT4G36780,0.26381574249089473,AT1G18330
AT5G37020,0.6107527087629915,AT1G18330
AT1G51140,0.31075000496936067,AT1G18810
AT4G36730,0.5737694034174988,AT1G18810
AT4G36780,0.047169633291953575,AT1G18810
AT5G37020,0.23051063911363398,AT1G18810
AT1G51140,0.27256169733269,AT1G19490
AT4G36730,0.5678079566025082,AT1G19490
AT4G36780,0.19992939827111156,AT1G19490
AT5G37020,0.12190062858613743,AT1G19490
AT1G51140,0.19982413407777205,AT1G22680
AT4G36730,0.6589098071705949,AT1G22680
AT4G36780,0.28225034671949406,AT1G22680
AT5G37020,0.02121539282458608,AT1G22680
AT1G51140,0.17933664798112373,AT1G23010
AT4G36730,0.3195511863107669,AT1G23010
AT4G36780,0.35106668739834884,AT1G23010
AT5G37020,0.3122451591022077,AT1G23010
AT1G51140,0.15713889700465888,AT1G26790
AT4G36730,0.22024379175085734,AT1G26790
AT4G36780,0.21324668623423773,AT1G26790
AT5G37020,0.5715703058026932,AT1G26790
AT1G51140,0.4624922348717134,AT1G27740
AT4G36730,0.4350742115755213,AT1G27740
AT4G36780,0.13857929569615224,AT1G27740
AT5G37020,0.12605393864906017,AT1G27740
AT1G51140,0.3762791292236443,AT1G28600
AT4G36730,0.2708105939326481,AT1G28600
